,Ligand ID,Isomer,Label ID,HOMO-LUMO gap (Eh),Metal center charge,Final single point energy (Eh),log P,G parameter,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment,Denticity,tmp_lab,sampling_region,input_smiles,optimized_smiles,tanimoto_similarity,isomer_prediction,optimization_direction,minimize
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,,0.1346153846153846,cis,both,False
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,,0.11764705882352941,cis,both,True
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,,0.11764705882352941,cis,charge,False
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,CC(C)CN1C=NC2(N)P->[Ir]<-PC12,0.18518518518518517,cis,charge,True
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,CC(C)C1N=CN2->[Ir]<-NCC12,0.16363636363636364,cis,both_opposite,False
3204,uncond_bi-min10k-3170,0,3280,0.16386,0.094673485684127,-2240.36845384961,1.3886999999999996,39.67849753302563,27,CC(C)C1(P)N=CN(C)C1P,"[4, 10]",CC(C)C12N=CN(C)C1P->[Ir]<-P2,"['P([C])', 'P([C])']",1,uncond_bi-min10k-3170-cis,High HOMO-LUMO gap (eV),CC(C)C12N=CN(C)C1P->[Ir]<-P2,,0.12345679012345678,cis,both_opposite,True
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,,0.044444444444444446,cis,homo_lumo_gap,False
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,CN1->[Ir]<-N(c2cccc3ccccc23)=c2c=1c1ccccc1c1ccccc21,0.17647058823529413,trans,homo_lumo_gap,True
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,,0.09859154929577464,cis,both,False
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,c1ccc(-c2c[nH]c3n2->[Ir]<-n2cc4ccccn4c2-3)cc1,0.23711340206185566,trans,both,True
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,Nc1ccccc1C1=N(c2ccccc2O)->[Ir]<-N2=C1c1ccccc1CC2,0.20353982300884957,trans,charge,False
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,Cc1cccc(S2->[Ir]<-SC(C)C2S)c1Cl,0.1951219512195122,trans,charge,True
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,,0.03225806451612903,cis,both_opposite,False
6758,uncond_bi-min10k-8897,1,6868,0.1163889999999999,0.2876637488892916,-1735.693477983726,2.66584,46.12446283622474,34,Cc1c[nH]c(-c2c(C)cccc2-c2nc(N)c[nH]2)n1,"[13, 18]",Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-8897-trans,Center,Cc1cccc2c1-c1[nH]cc(C)n1->[Ir]<-n1c(N)c[nH]c1-2,c1ccc(N2->[Ir]<-N=c3c=2c2ccccc2c2ccccc32)cc1,0.16666666666666666,trans,both_opposite,True
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,Cc1cccc(N2->[Ir]<-n3ccccc3C2C)c1C,0.4342105263157895,cis,homo_lumo_gap,False
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,,0.13,trans,homo_lumo_gap,True
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,CCn12->[Ir]<-n3(cccn3)C(c3ccccc3)c1ccn2,0.2717391304347826,cis,both,False
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,CCc1cccc(N=C(c2ccccc2)N2->[Ir]<-O=C3C=CC=NC32)c1,0.2336448598130841,trans,both,True
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,,0.07407407407407407,trans,charge,False
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,Cc1c(F)cccc1N1->[Ir]<-n2ccccc2C1C,0.3625,cis,charge,True
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,,0.03409090909090909,cis,both_opposite,False
6534,uncond_bi-min10k-8190,1,6641,0.1364039999999999,0.4233749402079753,-1668.925174159319,3.551140000000002,43.80073213433073,34,Cc1cccc(-n2nccc2-c2ccccn2)c1C,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,"['N([C])([C])', 'N([C])([C])([N])']",1,uncond_bi-min10k-8190-trans,High metal center charge,Cc1cccc(-n23->[Ir]<-n4ccccc4-c2ccn3)c1C,CCc1cccc(NC(C)(C)NC23C=CC=CC2N(C)C2=S->[Ir]<-S=C23)c1,0.17857142857142858,trans,both_opposite,True
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,,0.10256410256410256,cis,homo_lumo_gap,False
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,,0.13157894736842105,cis,homo_lumo_gap,True
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,CC(O)CNN1->[Ir]<-n2ccccc2C1(C)C,0.18518518518518517,cis,both,False
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,,0.09322033898305085,cis,both,True
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,C#CC(=O)N1c2ccccn2->[Ir]<-N23C=CC=CC12CCCC3,0.18461538461538463,cis,charge,False
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,1.0,cis,charge,True
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,,0.10526315789473684,cis,both_opposite,False
2431,uncond_bi-min10k-2220,1,2489,0.119554,0.3068840481237809,-1583.560040084079,1.7745,41.51679134171574,26,C#CC(=O)N(c1ccccn1)c1ccccn1,"[10, 16]",C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']",1,uncond_bi-min10k-2220-trans,Center,C#CC(=O)N1c2ccccn2->[Ir]<-n2ccccc21,,0.14619883040935672,cis,both_opposite,True
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,c1ccc2c(c1)CC1(N2)N->[Ir]<-SC12CCCN2,0.17073170731707318,trans,homo_lumo_gap,False
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,Nc1ccccc1C1=N(c2ccccc2Cl)->[Ir]<-N(c2cccc3ccccc23)=N1,0.16666666666666666,cis,homo_lumo_gap,True
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,,0.02631578947368421,cis,both,False
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,C1=CC23C=CC=NC2(C=C1)S(c1ccccc1Nc1ccccc1)->[Ir]<-N3,0.26804123711340205,cis,both,True
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,Clc1ccccc1C1=N->[Ir]<-N23C=CC=CC12SC=C3,0.21686746987951808,trans,charge,False
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,Fc1ccc2c(c1)S->[Ir]1(<-PCCS->1c1ccccc1)<-P2,0.3,trans,charge,True
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,,0.11834319526627218,trans,both_opposite,False
1862,uncond_bi-min10k-1613,0,1918,0.143557,0.0674199764979464,-1968.939820920885,2.8150000000000013,36.781792137513925,24,Nc1cccnc1Sc1ccccc1,"[0, 7]",c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,"['N([C])', 'S([C])([C])']",1,uncond_bi-min10k-1613-cis,Low metal center charge,c1ccc(S2->[Ir]<-Nc3cccnc32)cc1,,0.16666666666666666,trans,both_opposite,True
1642,uncond_bi-min10k-1378,0,1691,0.079652,0.3230728310404282,-1471.09088836883,1.4132,33.996498487983445,23,O=C(c1ccccn1)c1cnccc1O,"[0, 7]",Oc1ccncc1C1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-1378-cis,Low HOMO-LUMO gap (eV),Oc1ccncc1C1=O->[Ir]<-n2ccccc21,OCO1->[Ir]<-n2ccccc2C1O,0.24615384615384617,trans,homo_lumo_gap,False
1642,uncond_bi-min10k-1378,0,1691,0.079652,0.3230728310404282,-1471.09088836883,1.4132,33.996498487983445,23,O=C(c1ccccn1)c1cnccc1O,"[0, 7]",Oc1ccncc1C1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-1378-cis,Low HOMO-LUMO gap (eV),Oc1ccncc1C1=O->[Ir]<-n2ccccc21,C1=N2->[Ir]<-n3ccccc3C2Cc2ncccc21,0.30666666666666664,trans,homo_lumo_gap,True
1642,uncond_bi-min10k-1378,0,1691,0.079652,0.3230728310404282,-1471.09088836883,1.4132,33.996498487983445,23,O=C(c1ccccn1)c1cnccc1O,"[0, 7]",Oc1ccncc1C1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-1378-cis,Low HOMO-LUMO gap (eV),Oc1ccncc1C1=O->[Ir]<-n2ccccc21,CON12->[Ir]<-n3c[nH]cc3C1(c1cccnc1)C=CC=C2,0.21839080459770116,cis,both,False
1642,uncond_bi-min10k-1378,0,1691,0.079652,0.3230728310404282,-1471.09088836883,1.4132,33.996498487983445,23,O=C(c1ccccn1)c1cnccc1O,"[0, 7]",Oc1ccncc1C1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-1378-cis,Low HOMO-LUMO gap (eV),Oc1ccncc1C1=O->[Ir]<-n2ccccc21,OCc1cccn2->[Ir]<-n3cccc(-c4cncc(O)c4)c3-c12,0.3058823529411765,trans,both,True
1642,uncond_bi-min10k-1378,0,1691,0.079652,0.3230728310404282,-1471.09088836883,1.4132,33.996498487983445,23,O=C(c1ccccn1)c1cnccc1O,"[0, 7]",Oc1ccncc1C1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']",1,uncond_bi-min10k-1378-cis,Low HOMO-LUMO gap (eV),Oc1ccncc1C1=O->[Ir]<-n2ccccc21,C1=CC23NN=CNN2(->[Ir]<-n2ccccc2-c2nc3nnc2-c2ccccn2)C=C1,0.24074074074074073,trans,charge,False
