tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES,log P,Exact cone angle ($^\circ$),M-L XYZ,Sampling region
ligand30403-0,[H]/C(=N/N([H])C(=O)c1c([H])c2c([H])c([H])c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2oc1=O)c1c([H])c([H])c(Br)c([H])c1[H],"[[12], [17]]",CCN(CC)c1ccc2cc(C3NN(=Cc4ccc(Br)cc4)->[Ir]<-O=3)c(=O)oc2c1,4.165600000000003,186.0731541179182,"49
ligand30403-0: WOHZAX-subgraph-0. Original M-L.
Ru  -2.1218  -1.8969  0.0069
Br -2.595621 7.273309 -0.133426
C -2.619694 5.373822 -0.108379
C -1.531317 4.658695 -0.633824
C -3.731841 4.699578 0.425391
H -0.675756 5.19335 -1.069098
C -1.542997 3.260028 -0.605119
C -3.737567 3.303381 0.440455
H -4.585591 5.267601 0.82051
C -2.63818 2.548764 -0.049073
H -0.691006 2.737748 -1.059693
H -4.607478 2.767204 0.849347
C -2.782148 1.09847 0.02151
N -1.873476 0.156098 0.047186
H -3.808607 0.684799 0.097815
N -0.541365 0.471155 0.066569
H -0.18546 1.436156 0.205029
C 0.363963 -0.539196 0.004312
O -0.026938 -1.739398 -0.089783
C 1.793604 -0.204319 0.035256
C 2.228994 1.189429 0.090145
C 2.734973 -1.224725 0.000037
O 1.51081 2.182697 0.132012
O 3.598704 1.416541 0.094844
C 4.122876 -0.945343 0.011764
H 2.375754 -2.26438 -0.03872
C 4.53007 0.419724 0.055307
C 5.155798 -1.921482 -0.019193
C 5.868697 0.800762 0.068095
H 4.874595 -2.984719 -0.059358
C 6.493061 -1.565116 -0.010066
H 6.085799 1.873281 0.12302
C 6.895332 -0.185097 0.034142
H 7.249202 -2.357888 -0.053762
N 8.221551 0.168991 0.039656
C 9.290185 -0.826786 0.098908
C 8.640919 1.568638 -0.01032
H 8.973424 -1.665566 0.751144
H 10.149228 -0.356941 0.621272
C 9.727508 -1.340372 -1.274898
H 7.951202 2.131084 -0.671969
H 9.627853 1.599686 -0.516771
C 8.734583 2.230986 1.366282
H 10.555861 -2.069861 -1.173155
H 8.890689 -1.838913 -1.803244
H 10.083137 -0.509228 -1.916791
H 9.076069 3.281023 1.270203
H 7.75302 2.233856 1.880215
H 9.455406 1.696879 2.017812",Low exact cone angle
ligand10744-0,[H]c1nc(C(=O)C([H])([H])[H])c([H])c([H])c1[H],"[[1], [5]]",CC1=O->[Ir]<-n2ccccc21,1.2842,176.21101298484163,"17
ligand10744-0: DITCIU-subgraph-1. Original M-L.
Rh  0.0047  0.5527  -0.1200
C -0.017876 -2.050536 -1.696888
O -0.006845 -0.84352 -1.961114
C -0.021218 -2.478778 -0.266526
C -0.02774 -3.076371 -2.796261
C -0.032416 -3.831083 0.113383
N -0.01194 -1.477557 0.659157
H -0.02291 -2.557726 -3.770623
H -0.928732 -3.719661 -2.725994
H 0.860608 -3.737013 -2.726288
H -0.039778 -4.614919 -0.65542
C -0.033901 -4.165406 1.47353
C -0.013351 -1.797191 1.963724
H -0.042456 -5.218384 1.791375
C -0.024103 -3.127561 2.410807
H -0.00546 -0.934082 2.649169
H -0.024604 -3.329286 3.491335",Low exact cone angle
ligand14818-0,[H]c1c([H])c([H])c2c(c1[H])C(=O)C(=O)C1=C2OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])[H],"[[0], [4]]",CC1(C)CCC2=C(O1)c1ccccc1C1=O->[Ir]<-O=C12,2.7521000000000013,172.4131446918304,"33
ligand14818-0: DEYLAV-subgraph-4. Original M-L.
Re  1.0692  -1.0425  -1.2317
O -0.127405 0.485812 -1.545447
C -1.3703 0.505295 -1.115078
C -1.725556 -0.717667 -0.469059
C -2.284426 1.597589 -1.220099
O -0.749586 -1.579072 -0.438562
C -3.035768 -0.939059 0.038722
C -1.945022 2.847694 -1.794792
C -3.600701 1.390632 -0.680498
C -3.429792 -2.266677 0.62098
C -3.949295 0.110077 -0.078877
H -0.930136 2.987661 -2.193726
C -2.883426 3.876067 -1.83863
C -4.533716 2.452884 -0.745113
C -4.952089 -2.406322 0.599348
H -3.029457 -2.363162 1.654928
H -2.943424 -3.077621 0.041487
O -5.231511 0.018375 0.34173
H -2.613062 4.845757 -2.2829
C -4.181441 3.677293 -1.314391
H -5.539471 2.291016 -0.334149
C -5.649937 -1.143475 1.131259
H -5.284726 -3.278818 1.19658
H -5.296043 -2.576277 -0.44255
H -4.918815 4.493022 -1.353971
C -5.295074 -0.855533 2.593517
C -7.160572 -1.214167 0.927576
H -4.205217 -0.71261 2.71744
H -5.614198 -1.69663 3.240779
H -5.804263 0.06627 2.936697
H -7.589632 -2.043211 1.523436
H -7.401375 -1.384762 -0.139798
H -7.638927 -0.267666 1.24745",Low exact cone angle
ligand22279-0,[H]C1=C([H])C([H])=C(C(=O)C([H])([H])P(=O)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])C([H])=C1[H],"[[0], [11]]",CCOP1(CC(=O->[Ir]<-O=1)c1ccccc1)OCC,3.135400000000001,156.51720108200146,"35
ligand22279-0: NACYAR-subgraph-4. Original M-L.
Mo  2.3120  -0.8360  -0.1625
O 1.305705 1.15039 0.526096
P -0.077702 1.710127 0.276952
C -0.93233 0.951467 -1.14265
O 0.026437 3.302225 0.022272
O -1.159143 1.469058 1.458754
H -0.23679 1.099419 -1.998642
C -1.062812 -0.537599 -0.885501
H -1.891702 1.469567 -1.314983
C -1.110423 4.1968 0.107219
C -0.752786 1.219221 2.842459
C -2.391697 -1.186443 -0.788313
O -0.038922 -1.210384 -0.701257
H -1.941994 3.694289 0.646043
H -0.773097 5.04687 0.734292
C -1.527423 4.672557 -1.272161
H 0.324338 0.956615 2.853869
H -0.907244 2.164237 3.40381
C -1.593729 0.085546 3.385831
C -3.593684 -0.55909 -1.185343
C -2.435459 -2.497575 -0.255747
H -2.333394 5.428544 -1.183479
H -1.90807 3.840483 -1.898086
H -0.67217 5.136763 -1.800858
H -1.340133 -0.086556 4.451025
H -1.381118 -0.847133 2.827886
H -2.675387 0.31601 3.315646
H -3.582093 0.453159 -1.614744
C -4.815012 -1.231935 -1.057659
C -3.657804 -3.160651 -0.119818
H -1.488795 -2.962019 0.057267
H -5.746642 -0.742271 -1.37768
C -4.848847 -2.530285 -0.522627
H -3.686723 -4.175583 0.303717
H -5.810937 -3.054552 -0.41802",Low exact cone angle
ligand1079-0,[H]c1nc(-c2nnn(-c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])c2[H])c([H])c([H])c1[H],"[[0], [9]]",c1ccc(-c2ccc(-n3cc4-c5ccccn5->[Ir]<-n4n3)cc2)cc1,3.9963000000000015,182.6504417039109,"38
ligand1079-0: DUXPOC-subgraph-0. Original M-L.
Ir  1.5121  -0.1753  -0.1017
N 1.702728 -2.280024 -0.741535
C 2.875149 -2.913906 -0.954123
C 0.534611 -2.979019 -0.878621
H 3.779454 -2.298974 -0.825563
C 2.941801 -4.262945 -1.320314
C -0.667414 -2.196027 -0.610247
C 0.528737 -4.335894 -1.245802
H 3.92079 -4.734471 -1.484254
C 1.747807 -4.985792 -1.470313
N -0.514127 -0.89016 -0.198701
C -2.03785 -2.436437 -0.654202
H -0.424906 -4.87258 -1.348933
H 1.766216 -6.047242 -1.757335
N -1.673898 -0.317336 -0.001148
N -2.609852 -1.25337 -0.274688
H -2.624912 -3.327418 -0.889575
C -3.996568 -0.939472 -0.143442
C -4.955438 -1.671467 -0.864897
C -4.387924 0.106628 0.710598
H -4.65314 -2.457096 -1.572215
C -6.30954 -1.361571 -0.714277
H -3.626931 0.666123 1.270646
C -5.745312 0.406504 0.842708
C -6.738688 -0.318828 0.141315
H -7.051388 -1.916542 -1.30598
H -6.046967 1.205456 1.535018
C -8.176148 0.004559 0.292732
C -8.599974 1.336176 0.510113
C -9.158248 -1.010681 0.223299
H -7.857535 2.147881 0.537298
C -9.959599 1.64155 0.650392
C -10.517149 -0.70475 0.369204
H -8.851389 -2.058508 0.085905
H -10.270627 2.685291 0.806499
C -10.923064 0.622465 0.581885
H -11.265385 -1.510169 0.32479
H -11.990795 0.862685 0.694361",Low exact cone angle
ligand10842-0,[H]/C(=N\c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])c1nc(-c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])c([H])c([H])c1[H],"[[0], [8]]",Cc1cccc(C)c1-c1cccc2C=N(->[Ir]<-n21)c1c(C(C)C)cccc1C(C)C,7.3628400000000065,244.4804776138461,"59
ligand10842-0: CEBNON-subgraph-0. Original M-L.
Pd  -0.1397  -0.1404  -0.7018
N 1.373692 -0.251817 0.627566
C 1.059168 -0.851629 1.745279
C 2.733802 0.113498 0.371937
H 1.831151 -1.100169 2.494957
C -0.343552 -1.104044 2.0053
C 3.634921 -0.86425 -0.113013
C 3.10382 1.464457 0.581187
C -0.801293 -1.672325 3.203797
N -1.200942 -0.655812 1.024752
C 4.966483 -0.462848 -0.325997
C 3.187286 -2.282524 -0.444179
C 2.08308 2.516367 0.997275
C 4.446568 1.809594 0.349753
C -2.180969 -1.744223 3.428194
H -0.073599 -2.029219 3.946335
C -2.534743 -0.633698 1.274218
C 5.373785 0.855578 -0.089652
H 5.69409 -1.198855 -0.700523
C 3.821702 -3.310926 0.507078
C 3.456429 -2.617722 -1.920743
H 2.087406 -2.329368 -0.310117
H 1.134798 1.988422 1.226674
C 2.506001 3.27177 2.266582
C 1.789508 3.471761 -0.173447
H 4.769097 2.84952 0.510636
H -2.579077 -2.183316 4.354647
C -3.039765 -1.19642 2.471196
C -3.476505 0.07935 0.370688
H 6.42042 1.146931 -0.264929
H 3.463904 -4.334709 0.273998
H 3.577546 -3.094479 1.567777
H 4.927938 -3.31358 0.41744
H 2.957759 -1.876672 -2.5756
H 3.060733 -3.624705 -2.164933
H 4.542087 -2.619076 -2.149999
H 1.715569 3.986587 2.574135
H 3.4339 3.858126 2.103912
H 2.692502 2.578603 3.112089
H 1.466587 2.904178 -1.068911
H 2.69246 4.057146 -0.445226
H 0.989384 4.189766 0.1019
H -4.125472 -1.15789 2.637082
C -3.383733 1.492439 0.271361
C -4.495742 -0.643762 -0.303072
C -4.343557 2.167906 -0.504153
C -2.278018 2.27507 0.935433
C -4.490848 -2.150179 -0.333919
C -5.429992 0.074382 -1.066893
C -5.359921 1.469919 -1.165329
H -4.283418 3.264065 -0.587627
H -2.036007 1.901845 1.950941
H -2.546244 3.345607 1.017844
H -1.343097 2.209762 0.335131
H -3.618905 -2.488481 -0.934549
H -5.408786 -2.545017 -0.809124
H -4.397552 -2.612625 0.668573
H -6.210244 -0.478283 -1.612581
H -6.099212 2.016963 -1.769778",High log P
ligand12176-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C3C([H])=C([H])C([H])=C([H])C3=C2C2=C3C([H])=C([H])C([H])=C([H])C3=C([H])C([H])=C2P(=O)(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [40]]",c1ccc(P2(=O->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccc4ccccc4c3-c3c2ccc2ccccc32)c2ccccc2)cc1,9.0576,237.5097343922171,"80
ligand12176-0: JEDJAG-subgraph-1. Original M-L.
Cu  0.8583  1.5304  0.7169
O -1.055243 0.903346 1.648585
P -2.026982 0.71685 0.462017
C -3.121308 2.169557 0.326579
C -1.110539 0.594581 -1.132832
C -3.053265 -0.76689 0.679357
C -2.556834 3.406947 0.706372
C -4.461182 2.107005 -0.104678
C -0.27806 -0.511311 -1.407744
C -1.092512 1.733752 -1.991427
C -2.979942 -1.427722 1.920389
C -3.89509 -1.261491 -0.337185
C -3.328904 4.574368 0.63007
H -1.506676 3.45302 1.037368
H -4.915455 1.143077 -0.376052
C -5.228173 3.279852 -0.16858
C 0.592385 -0.475331 -2.549608
C -0.31441 -1.745364 -0.559281
C -0.249051 1.783171 -3.086129
H -1.731628 2.595646 -1.757243
C -3.751455 -2.576877 2.143033
H -2.299477 -1.037308 2.691515
C -4.670157 -2.405697 -0.104277
H -3.919947 -0.773515 -1.323442
H -2.878123 5.537293 0.913643
C -4.662417 4.513219 0.194154
H -6.276602 3.22844 -0.499395
C 0.622303 0.700194 -3.38559
C 1.455548 -1.566266 -2.870779
C -1.140516 -2.846544 -0.975913
C 0.453231 -1.852313 0.611104
H -0.224302 2.681375 -3.72078
H -3.68507 -3.100157 3.108824
C -4.598084 -3.063638 1.134184
H -5.315125 -2.80074 -0.90289
H -5.267168 5.431449 0.140475
C 1.530151 0.744375 -4.484132
H 1.434454 -2.464811 -2.239296
C 2.326474 -1.490939 -3.945246
C -1.25994 -4.002636 -0.122912
C -1.850463 -2.837578 -2.213765
P 1.658609 -0.50147 0.996595
C 0.320787 -2.999095 1.446455
H -5.198558 -3.969176 1.308619
C 2.369003 -0.324741 -4.756336
H 1.55462 1.650445 -5.108823
H 2.997653 -2.334644 -4.16348
C -0.528524 -4.035258 1.098644
C -2.098783 -5.080683 -0.528841
H -1.75365 -1.964312 -2.874504
C -2.640022 -3.914055 -2.591066
C 3.104413 -0.952163 -0.042734
C 2.129184 -0.859256 2.733705
H 0.90111 -3.04984 2.379486
H 3.071117 -0.273199 -5.602269
H -0.631943 -4.912383 1.756433
C -2.773799 -5.042143 -1.739864
H -2.191567 -5.953317 0.136322
H -3.168725 -3.892503 -3.556117
C 3.547698 -2.280084 -0.215853
C 3.737527 0.095663 -0.740551
C 3.361839 -1.42096 3.117606
C 1.187855 -0.491275 3.722988
H -3.409447 -5.886912 -2.045554
H 3.03852 -3.103352 0.309399
C 4.624264 -2.552496 -1.072283
C 4.811665 -0.183302 -1.598604
H 3.359092 1.12531 -0.618131
H 4.106027 -1.68993 2.353237
C 3.643319 -1.631402 4.477578
H 0.240702 -0.018343 3.414361
C 1.472107 -0.716436 5.076366
H 4.968628 -3.589462 -1.206978
C 5.25533 -1.504593 -1.764824
H 5.295487 0.637733 -2.148773
H 4.610504 -2.066997 4.771895
C 2.699345 -1.286979 5.457016
H 0.735299 -0.429926 5.842359
H 6.094516 -1.722546 -2.443242
H 2.923935 -1.453193 6.521637",High log P
ligand1383-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C3C([H])=C([H])C([H])=C([H])C3=C2C2=C3/C([H])=C([H])C([H])=C([H])/C3=C([H])/C([H])=C\2P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [36]]",c1ccc(P2(->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccc4ccccc4c3-c3c2ccc2ccccc32)c2ccccc2)cc1,9.1764,220.5963013675268,"79
ligand1383-0: HISZIT-subgraph-1. Original M-L.
Rh  -1.4729  1.4098  -0.1284
P 0.755231 1.685671 -0.258001
C 1.78095 1.650355 1.281217
C 1.295906 0.315389 -1.372489
C 1.476839 3.210785 -1.017183
C 3.184501 1.775701 1.230837
C 1.132307 1.598812 2.528329
C 1.085383 0.517491 -2.772996
C 1.661159 -0.952298 -0.898193
C 2.551106 3.186141 -1.930742
C 1.00516 4.453739 -0.547664
H 3.698896 1.836838 0.260254
C 3.928879 1.819147 2.416389
H 0.033499 1.517073 2.550635
C 1.880448 1.646188 3.714528
H 0.719992 1.493012 -3.125483
C 1.309618 -0.500114 -3.678875
C 1.674652 -1.254437 0.566634
C 1.936694 -2.014812 -1.833671
C 3.120892 4.385738 -2.385566
H 2.949909 2.226971 -2.291895
C 1.580041 5.649187 -0.99992
H 0.18708 4.485528 0.186913
H 5.025163 1.899455 2.369368
C 3.278599 1.752171 3.660062
H 1.365863 1.597946 4.686135
H 1.134997 -0.33339 -4.752958
C 1.760547 -1.780393 -3.244622
C 0.465886 -1.366798 1.277079
C 2.92667 -1.435606 1.246808
C 2.363399 -3.309513 -1.412732
H 3.953875 4.352636 -3.104396
C 2.635149 5.619004 -1.925702
H 1.196817 6.611169 -0.627649
H 3.866251 1.786371 4.589971
C 2.016196 -2.836281 -4.164941
C 0.493395 -1.708733 2.660508
P -1.157528 -0.894046 0.486829
C 4.177559 -1.280009 0.577571
C 2.934475 -1.735685 2.65614
C 2.619915 -4.313962 -2.3354
H 2.489607 -3.506747 -0.339519
H 3.08137 6.558148 -2.286354
C 2.443799 -4.079929 -3.723166
H 1.868176 -2.643763 -5.238923
H -0.453429 -1.816946 3.206739
C 1.691466 -1.888223 3.32913
C -2.377954 -1.478259 1.736676
C -1.277303 -2.04087 -0.943381
C 5.374736 -1.403519 1.266439
H 4.17853 -1.048019 -0.496908
C 4.181417 -1.856607 3.335303
H 2.95523 -5.302315 -1.986094
H 2.642808 -4.885717 -4.445735
H 1.692982 -2.139066 4.401218
C -2.729402 -0.576504 2.763484
C -2.943994 -2.765393 1.720367
C -1.782685 -1.561678 -2.168053
C -0.844468 -3.37975 -0.841859
H 6.328623 -1.273689 0.733074
C 5.379427 -1.691471 2.657356
H 4.173555 -2.079381 4.413585
H -2.326631 0.448809 2.742653
C -3.611918 -0.969947 3.777532
C -3.841051 -3.150338 2.729911
H -2.702477 -3.465329 0.90786
H -2.115102 -0.514243 -2.238718
C -1.853349 -2.416698 -3.277602
H -0.412058 -3.748133 0.101026
C -0.92523 -4.230809 -1.952287
H 6.335877 -1.783737 3.193845
C -4.170193 -2.259144 3.762194
H -3.882798 -0.258033 4.571687
H -4.290403 -4.154719 2.702984
H -2.24175 -2.033201 -4.233146
C -1.426256 -3.749284 -3.172601
H -0.573007 -5.269849 -1.870285
H -4.875226 -2.564161 4.550449
H -1.475599 -4.415847 -4.046963",High log P
ligand22486-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[C@@]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [11]]",c1ccc(C2CP(->[Ir]<-P2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,6.993500000000009,218.2282462740332,"63
ligand22486-0: VUGXOL-subgraph-2. Original M-L.
Pd  -0.7379  0.5313  -1.4813
P -1.811964 -0.247076 0.34609
C -0.519644 -1.11845 1.364568
C -3.192225 -1.450797 0.236015
C -2.413807 1.104246 1.439343
H -0.872116 -1.310583 2.398058
H -0.358344 -2.099872 0.87108
C 0.761062 -0.282583 1.383646
C -4.169124 -1.271913 -0.76583
C -3.308822 -2.523987 1.145928
C -2.527446 2.40717 0.913163
C -2.755389 0.856256 2.785044
P 1.198644 0.108037 -0.435582
H 0.513978 0.724333 1.784027
C 1.912629 -0.8449 2.179544
H -4.053895 -0.441678 -1.484743
C -5.253195 -2.15777 -0.845055
C -4.396791 -3.405105 1.056001
H -2.55602 -2.68526 1.931117
H -2.303936 2.578447 -0.152742
C -2.960541 3.455844 1.740318
H -2.701102 -0.16409 3.196115
C -3.181884 1.909829 3.605493
C 2.309467 1.551911 -0.308985
C 2.152448 -1.320263 -1.052429
C 2.883783 0.031655 2.712172
C 2.089869 -2.232336 2.358256
H -6.009986 -2.014856 -1.631243
C -5.371248 -3.222509 0.062434
H -4.48064 -4.240554 1.767642
H -3.051993 4.470882 1.325054
C -3.280215 3.211456 3.084679
H -3.444052 1.713163 4.656175
C 3.579219 1.585026 -0.914024
C 1.820416 2.697651 0.354707
C 3.395781 -1.69525 -0.495737
C 1.591209 -2.086049 -2.095805
H 2.7596 1.117504 2.582264
C 4.008568 -0.466772 3.383688
H 1.353858 -2.938705 1.947927
C 3.210999 -2.730928 3.038079
H -6.222974 -3.916344 -0.006401
H -3.616257 4.036826 3.730743
C 4.371148 2.738726 -0.812461
H 3.94258 0.714849 -1.47816
H 0.799825 2.705033 0.770643
C 2.616918 3.845529 0.454314
C 4.05915 -2.833283 -0.976469
H 3.84873 -1.10249 0.311294
C 2.260112 -3.225145 -2.566184
H 0.641816 -1.761084 -2.54891
H 4.756261 0.233207 3.786488
C 4.17862 -1.85167 3.547109
H 3.33114 -3.817633 3.163885
H 5.363455 2.758891 -1.28766
C 3.898086 3.864897 -0.122277
H 2.228607 4.735597 0.9718
H 5.0266 -3.121632 -0.538419
C 3.491745 -3.600569 -2.006676
H 1.819131 -3.815497 -3.383246
H 5.060287 -2.243294 4.076489
H 4.521733 4.768546 -0.047953
H 4.017275 -4.492642 -2.380515",High log P
ligand21808-0,[H]c1nc2c(c([H])c1[H])O[P@]1(=N[P@]3(=N[P@]4(=N1)Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1O4)Oc1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1O3)Oc1c-2nc([H])c([H])c1[H],"[[20], [21]]",c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1cccn5->[Ir]<-n6cccc(c6-c15)O4)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,11.043799999999989,195.1815760322566,"71
ligand21808-0: GANFEI-subgraph-0. Original M-L.
Re  5.6011  -0.0638  -0.2337
P -0.674183 -0.024603 0.070599
O 0.420759 -0.022941 1.310237
O 0.352886 -0.066181 -1.217243
N -1.43741 1.378594 -0.028681
N -1.478405 -1.401561 0.219708
C 1.571808 0.722808 1.343353
C 1.456316 -0.878837 -1.303822
P -3.048381 1.415702 0.094774
P -3.092466 -1.370951 0.300908
C 1.703347 1.722944 2.315379
C 2.68063 0.39012 0.526438
C 2.625333 -0.5911 -0.561172
C 1.47432 -1.904656 -2.257294
O -3.562711 2.227922 -1.23241
O -3.525265 2.40574 1.309571
N -3.854928 0.042978 0.309262
O -3.597139 -2.335014 -0.928043
O -3.640974 -2.176968 1.614597
H 0.829704 1.984892 2.928408
C 2.956787 2.318304 2.498307
N 3.912513 0.905217 0.803914
N 3.808087 -1.189196 -0.88368
H 0.553751 -2.128327 -2.813979
C 2.679276 -2.575223 -2.49275
C -4.847418 2.765903 -1.268953
C -3.321604 3.781191 1.22016
C -4.905568 -2.814453 -0.94054
C -3.500557 -3.560477 1.709334
H 3.106591 3.108437 3.24702
C 4.044897 1.856438 1.749212
C 3.832394 -2.162506 -1.813724
H 2.743436 -3.382478 -3.235329
C -5.140266 3.934933 -0.527183
C -5.793115 2.167542 -2.110975
C -2.36391 4.362696 2.060582
C -4.12973 4.559562 0.35747
C -5.795089 -2.28966 -1.886487
C -5.278485 -3.859169 -0.061758
C -2.591997 -4.068413 2.646151
C -4.325371 -4.407273 0.930837
H 5.061959 2.24107 1.908678
H 4.816543 -2.599823 -2.032268
C -6.427167 4.495939 -0.685126
C -7.063373 2.743267 -2.24344
H -5.506321 1.259813 -2.660048
C -2.202933 5.754311 2.068444
H -1.767093 3.704307 2.707377
C -3.948646 5.960286 0.390965
H -5.446266 -1.477222 -2.539333
C -7.088821 -2.8178 -1.986651
C -6.587434 -4.375139 -0.189539
H -1.974782 -3.359561 3.215494
C -2.502368 -5.45293 2.841036
C -4.216692 -5.798174 1.15382
H -6.683019 5.397193 -0.108107
C -7.378667 3.911778 -1.530396
H -7.808964 2.276609 -2.904189
C -3.000119 6.553923 1.232866
H -1.451997 6.214931 2.727372
H -4.55474 6.585273 -0.281846
C -7.483367 -3.864788 -1.137235
H -7.790678 -2.408756 -2.72852
H -6.905495 -5.178294 0.491972
H -1.790366 -5.855915 3.576491
C -3.319913 -6.318284 2.095289
H -4.837822 -6.477787 0.551253
H -8.376163 4.365387 -1.625915
H -2.874298 7.646609 1.22932
H -8.499747 -4.279585 -1.206722
H -3.250529 -7.406412 2.240579",High log P
ligand31810-0,[H]C1=C([H])C([H])=C([H])C(N2C3=C([H])C([H])=C([H])C([H])=C3C3=C([H])C([H])=C([H])C(P(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=C32)=N1,"[[0], [49]]",c1ccn2->[Ir]<-P(c3cccc4c5ccccc5n(-c2c1)c34)(C1CCCCC1)C1CCCCC1,7.951300000000007,212.4793690354616,"66
ligand31810-0: DIDMUB-subgraph-2. Original M-L.
Pd  0.2929  0.6277  -1.6077
P 1.129775 -0.297702 0.314241
C 2.670376 -1.353886 0.296271
C 1.393203 1.057261 1.590913
C -0.134172 -1.376267 1.121041
H 2.862173 -1.614608 1.363337
C 2.463462 -2.653561 -0.509861
C 3.888003 -0.558046 -0.218329
C 1.993253 0.581413 2.923159
H 0.343591 1.371074 1.795311
C 2.140796 2.291528 1.054972
C 0.261474 -2.490389 1.898252
C -1.517618 -1.272909 0.841355
H 1.616355 -3.238506 -0.100392
H 2.188878 -2.370268 -1.546942
C 3.739422 -3.504451 -0.520878
H 3.655896 -0.187843 -1.239195
H 4.07025 0.327391 0.423057
C 5.14911 -1.433169 -0.248506
H 3.043171 0.253246 2.757978
H 1.436649 -0.29719 3.310122
C 1.974312 1.718951 3.95714
H 3.197964 2.02596 0.844783
H 1.715344 2.610723 0.08247
C 2.101467 3.427898 2.084949
C -0.637209 -3.493724 2.304049
H 1.320975 -2.604991 2.164819
N -2.252539 -0.249319 0.193487
C -2.424273 -2.326834 1.18371
H 3.56699 -4.417816 -1.127555
C 4.933675 -2.712221 -1.06401
H 3.969349 -3.853525 0.512854
H 5.994724 -0.843063 -0.659644
H 5.435434 -1.707512 0.793174
C 2.678464 2.97771 3.433979
H 0.915811 1.963949 4.200302
H 2.440629 1.37679 4.904716
H 2.655028 4.309437 1.699567
H 1.045572 3.755347 2.223345
H -0.265919 -4.342002 2.897371
C -1.979112 -3.440057 1.913125
C -2.00699 1.144697 0.277497
C -3.588517 -0.691651 0.055742
C -3.727801 -1.971421 0.654516
H 4.735555 -2.439233 -2.123605
H 5.852636 -3.335271 -1.058834
H 2.609461 3.79665 4.180159
H 3.763269 2.761516 3.308091
H -2.678689 -4.247529 2.175445
C -2.828139 1.938197 1.104567
N -1.023107 1.696597 -0.465077
C -4.660088 -0.046857 -0.579414
C -4.975019 -2.622093 0.623461
H -3.60359 1.446856 1.707402
C -2.643056 3.321971 1.13528
C -0.868576 3.045172 -0.469632
C -5.894352 -0.711631 -0.596094
H -4.532474 0.931706 -1.063383
C -6.053497 -1.982894 -0.000511
H -5.097166 -3.617607 1.0758
H -3.268383 3.950933 1.786013
C -1.653107 3.888803 0.316927
H -0.104732 3.425056 -1.161434
H -6.750822 -0.237308 -1.097983
H -7.034294 -2.479314 -0.038948
H -1.485883 4.973937 0.278279",High log P
