tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES,log P,Exact cone angle ($^\circ$),M-L XYZ,Sampling region
ligand1366-0,[H]C1=C([H])C([H])=C(P2P(C3=C([H])C([H])=C([H])C([H])=C3[H])P(C3=C([H])C([H])=C([H])C([H])=C3[H])P2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)P(c2ccccc2)P(c2ccccc2)P1c1ccccc1,6.889600000000006,176.54478124490768,"49
ligand1366-0: OTUQEA-subgraph-0. Original M-L.
Cr  -2.3133  0.0004  -0.7705
P -0.463216 0.000053 0.702419
P 1.250191 -1.504335 0.7096
P 1.250569 1.503983 0.709972
C -0.956303 -0.000291 2.475611
C 0.750172 -2.862019 -0.426662
P 2.238052 -0.000138 -0.663117
C 0.750906 2.862054 -0.425991
C -1.209063 1.216752 3.137038
C -1.210666 -1.217641 3.135885
C 0.386552 -4.079296 0.192197
C 0.724955 -2.770985 -1.83389
C 3.974806 -0.000439 -0.029377
C 0.387475 4.079253 0.193129
C 0.725868 2.771391 -1.833246
H -1.020565 2.172596 2.622215
C -1.703245 1.214315 4.449474
H -1.023482 -2.173243 2.620129
C -1.704825 -1.215806 4.448321
H 0.426422 -4.164586 1.290435
C -0.025431 -5.17318 -0.580627
C 0.320329 -3.870576 -2.603654
H 1.022089 -1.833583 -2.326708
C 4.315159 -0.000663 1.340413
C 5.002112 -0.000444 -0.996273
H 0.42722 4.164263 1.291393
C -0.024162 5.173425 -0.579471
H 1.022872 1.834054 -2.326266
C 0.321595 3.871268 -2.602784
H -1.89606 2.169419 4.961169
C -1.951402 -0.000894 5.107442
H -1.898886 -2.171142 4.959112
H -0.318023 -6.112595 -0.087826
C -0.062364 -5.069015 -1.980142
H 0.296443 -3.785487 -3.700734
H 3.51764 -0.000662 2.100208
C 5.660327 -0.000888 1.731899
C 6.349233 -0.000671 -0.600604
H 4.740511 -0.000267 -2.066492
H -0.316617 6.112778 -0.086468
C -0.060921 5.069631 -1.979017
H 0.297844 3.786466 -3.699889
H -2.339527 -0.001129 6.137092
H -0.388779 -5.92658 -2.587712
H 5.917379 -0.001061 2.802225
C 6.679104 -0.000893 0.762956
H 7.143677 -0.000673 -1.362362
H -0.387062 5.927424 -2.586412
H 7.734755 -0.00107 1.074549",High log P
ligand28551-0,[H]c1c(Br)sc(-c2nc3c([H])c([H])c([H])c([H])c3nc2-c2sc(Br)c([H])c2[H])c1[H],[[0]],[Li]<-n1c(-c2ccc(Br)s2)c(-c2ccc(Br)s2)nc2ccccc21,6.611800000000002,179.2376134688498,"31
ligand28551-0: VIYBUC-subgraph-1. Original M-L.
Ag  -2.6899  -0.6541  0.9506
N -1.153132 -2.259753 -0.077251
C -0.776209 -3.343905 0.665424
C -0.342707 -1.787452 -1.029625
C -1.649 -3.893512 1.643451
C 0.533514 -3.91099 0.469288
C 0.948528 -2.419457 -1.264642
C -0.836732 -0.631314 -1.788407
H -2.644642 -3.44097 1.791985
C -1.223141 -4.981682 2.395215
N 1.36167 -3.417813 -0.485034
C 0.94143 -5.016987 1.266486
C 1.889964 -2.032743 -2.318653
S -2.536999 -0.600771 -2.230386
C -0.202342 0.540267 -2.190604
H -1.898054 -5.411683 3.150246
C 0.069202 -5.545222 2.207372
H 1.946114 -5.429604 1.096457
S 3.566353 -2.486768 -2.049604
C 1.729433 -1.446888 -3.572273
C -2.351684 0.954838 -2.9764
C -1.061044 1.453102 -2.86164
H 0.859935 0.739001 -2.003144
H 0.378527 -6.406604 2.818456
C 4.021267 -1.836188 -3.595351
C 2.941977 -1.333718 -4.3063
H 0.756222 -1.128406 -3.964028
Br -3.796137 1.762253 -3.850855
H -0.755356 2.433806 -3.247254
Br 5.811165 -1.879007 -4.150899
H 3.026148 -0.906724 -5.313819",High log P
ligand27095-0,[H]C1=C([H])C([H])=C([C@@]([H])(N(CN([H])C2=C3C(/[H])=C([H])/C(=C/2[H])C([H])([H])C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C/3([H])[H])[C@]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C](Nc1cc2ccc1CCc1ccc(cc1)CC2)N(C(C)c1ccccc1)C(C)c1ccccc1,7.802990000000007,198.30682603456,"70
ligand27095-0: FOYPIU-subgraph-1. Original M-L.
Au  -1.0162  -2.2544  0.1172
C -0.719665 -0.362307 0.744697
N -1.734908 0.431404 1.166781
N 0.52793 0.159588 0.772804
C -3.137366 -0.067965 1.072141
C -1.551997 1.762683 1.795427
H 0.668374 1.136866 1.059712
C 1.719887 -0.563946 0.463372
C -3.835491 -0.135984 2.428156
H -3.013754 -1.111279 0.709557
C -3.874519 0.702099 -0.014424
C -0.844374 2.783926 0.897967
H -2.583668 2.158924 1.897928
C -0.979821 1.630587 3.214861
C 2.768136 -0.512436 1.394678
C 1.916332 -1.149217 -0.811604
H -4.852117 -0.553909 2.294588
H -3.274938 -0.806071 3.108861
H -3.945956 0.849617 2.924055
C -3.620246 0.359533 -1.360463
C -4.740131 1.777385 0.258817
C -1.178545 2.865374 -0.470926
C 0.073061 3.718661 1.421131
H -1.046875 2.593007 3.757355
H -1.55906 0.880143 3.782568
H 0.079277 1.306383 3.216961
H 2.625843 0.080264 2.312701
C 4.029886 -1.06678 1.109807
C 1.166698 -0.688457 -2.04594
C 3.069138 -1.948754 -0.950135
H -2.947359 -0.487462 -1.575096
C -4.202544 1.087185 -2.40645
C -5.319117 2.513145 -0.789266
H -4.975979 2.047592 1.299402
H -1.886236 2.141212 -0.898839
C -0.623399 3.860395 -1.285891
C 0.627802 4.717784 0.602889
H 0.359222 3.682674 2.481657
C 5.266134 -0.544001 1.80524
C 4.108925 -1.915853 -0.011369
C 1.563583 0.78672 -2.50014
H 0.068266 -0.730975 -1.903483
H 1.396927 -1.395991 -2.866214
H 3.217376 -2.494489 -1.895103
H -3.999204 0.802689 -3.450031
C -5.048789 2.173461 -2.12261
H -5.989685 3.355174 -0.55969
H -0.901258 3.904673 -2.349738
C 0.279227 4.795415 -0.752368
H 1.342251 5.436172 1.032135
C 5.891134 0.749463 1.08887
H 5.021608 -0.278772 2.8535
H 6.046207 -1.330239 1.847893
H 5.050248 -2.444229 -0.23032
H 1.618111 0.793899 -3.608427
H 0.750663 1.481763 -2.211273
C 2.858632 1.262096 -1.879051
H -5.504965 2.748456 -2.942643
H 0.71771 5.57373 -1.394249
H 6.025033 1.540105 1.854667
C 5.041055 1.254289 -0.05421
H 6.902216 0.486996 0.717976
C 4.095261 0.690033 -2.239274
C 2.843029 2.079515 -0.729485
C 3.918019 2.076658 0.170742
C 5.167285 0.683584 -1.337946
H 4.17557 0.112404 -3.174318
H 1.925491 2.630049 -0.473981
H 3.8209 2.616739 1.127223
H 6.071169 0.102397 -1.582023",High log P
ligand30988-0,[H]C1=C([H])C([H])=C(C2=C(C3=C([H])C([H])=C(C([H])([H])[H])C([H])=C3[H])P(C3=C([H])C([H])=C([H])C([H])=C3[H])C3=C2/C([H])=C([H])\C([H])=C/3[H])C([H])=C1[H],[[1]],[Li]<-p1(-c2ccccc2)c(-c2ccc(C)cc2)c(-c2ccccc2)c2ccccc21,8.458020000000001,157.9299690483795,"50
ligand30988-0: CUWSUK-subgraph-5. Original M-L.
W  -2.1736  0.2343  -0.8057
C 0.366498 -2.349194 0.056102
P -0.230858 -0.69301 0.543382
C -0.341079 -3.553127 0.028636
C 1.729801 -2.275911 -0.335958
C 1.435268 0.044816 0.236057
C -0.346506 -0.83441 2.385364
C 0.322139 -4.720106 -0.392732
H -1.400393 -3.585299 0.326674
C 2.384386 -3.454272 -0.745429
C 2.308321 -0.919695 -0.231233
C 1.623183 1.495004 0.368201
C 0.796879 -1.193465 3.129882
C -1.566033 -0.604624 3.046975
H -0.220719 -5.676471 -0.425527
C 1.674704 -4.66578 -0.772396
H 3.44452 -3.423281 -1.036633
C 3.73256 -0.676274 -0.569641
C 0.845289 2.228666 1.295397
C 2.502532 2.226004 -0.470134
H 1.751768 -1.37422 2.612288
C 0.71575 -1.315622 4.522568
C -1.642584 -0.730533 4.443931
H -2.458229 -0.324513 2.469592
H 2.186483 -5.584809 -1.095782
C 4.233045 -0.966336 -1.858295
C 4.613898 -0.151555 0.401173
C 0.944789 3.621651 1.386341
H 0.151855 1.699077 1.964676
H 3.09249 1.698493 -1.231179
C 2.595585 3.61542 -0.372862
H 1.611181 -1.593492 5.099049
C -0.504068 -1.083437 5.182358
H -2.600312 -0.548378 4.954226
H 3.551335 -1.363818 -2.625461
C 5.579126 -0.723479 -2.170138
C 5.959238 0.082621 0.089365
H 4.226699 0.077676 1.405334
C 1.820756 4.345914 0.555274
H 0.317814 4.158525 2.115235
H 3.276437 4.155304 -1.050145
H -0.564381 -1.177845 6.277198
H 5.952661 -0.942894 -3.181925
C 6.445687 -0.199729 -1.197872
H 6.634288 0.490381 0.857031
C 1.918301 5.847266 0.627979
H 7.501972 -0.011974 -1.443023
H 2.966117 6.177293 0.786135
H 1.301409 6.25874 1.449773
H 1.576095 6.315584 -0.319099",High log P
ligand30079-0,[H]OC1=C([H])C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N2CN(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])C([H])=C2[H])=C([H])C2=C1C(=O)C([H])=C(C1=C([H])C([H])=C([H])C([H])=C1[H])O2,[[42]],[Be]=[C]1N(CCCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)C=CN1c1c(C)cc(C)cc1C,6.539550000000006,187.2074117518518,"68
ligand30079-0: PALTAA-subgraph-1. Original M-L.
Au  3.5493  -0.9848  0.8903
O -6.773728 3.775599 1.010612
C -6.66943 2.568529 0.660637
C -7.815259 1.720459 0.38683
C -5.376903 1.921842 0.504316
C -7.664226 0.409735 0.005645
H -8.812604 2.16127 0.501631
C -5.290943 0.570962 0.111704
C -4.163166 2.649837 0.751015
O -6.431385 -0.153964 -0.130135
C -8.753787 -0.539879 -0.294101
C -4.069053 -0.091654 -0.052389
O -4.232758 3.926014 1.122066
C -2.931178 1.99978 0.593722
C -10.104869 -0.122194 -0.301714
C -8.462169 -1.893689 -0.579257
H -4.067004 -1.143261 -0.358463
C -2.888847 0.645756 0.195356
H -5.238929 4.135114 1.157546
H -1.99334 2.538437 0.780884
C -11.129964 -1.031595 -0.581936
H -10.35982 0.92609 -0.092387
C -9.491976 -2.80077 -0.858972
H -7.416145 -2.227358 -0.57564
O -1.645661 0.11974 0.068222
C -10.82922 -2.375459 -0.861324
H -12.175009 -0.687461 -0.584453
H -9.246744 -3.851307 -1.076236
C -1.49581 -1.229112 -0.361893
H -11.637724 -3.088745 -1.081317
H -1.977393 -1.366455 -1.359406
H -2.003437 -1.920811 0.3502
C -0.005592 -1.516975 -0.439413
H 0.443989 -1.436949 0.573142
H 0.461844 -0.709253 -1.040418
C 0.309096 -2.87817 -1.061887
C 1.810461 -3.193951 -1.100837
H -0.186004 -3.693881 -0.491911
H -0.107738 -2.927042 -2.092891
H 2.219881 -3.277407 -0.074328
H 2.001022 -4.150149 -1.628489
N 2.582288 -2.139097 -1.755454
C 2.583624 -1.886927 -3.121953
C 3.259459 -1.161557 -1.074799
C 3.286974 -0.724891 -3.309006
H 2.095424 -2.551753 -3.840822
N 3.688462 -0.298162 -2.04768
H 3.542536 -0.169608 -4.215953
C 4.405443 0.919596 -1.771943
C 3.663499 2.082145 -1.469984
C 5.815503 0.898893 -1.792954
C 2.159959 2.045156 -1.386283
C 4.384559 3.259293 -1.206922
C 6.486057 2.103923 -1.522167
C 6.563923 -0.38255 -2.048904
H 1.739668 3.063774 -1.293945
H 1.834301 1.461279 -0.498336
H 1.702847 1.560727 -2.2733
H 3.825761 4.178283 -0.968662
C 5.791679 3.292052 -1.227088
H 7.587633 2.109477 -1.531888
H 7.654759 -0.205787 -2.090756
H 6.254728 -0.865152 -2.99884
H 6.364719 -1.115293 -1.23809
C 6.536511 4.560282 -0.896142
H 5.976786 5.459892 -1.219483
H 7.537676 4.583332 -1.369048
H 6.689369 4.648463 0.200971",High log P
ligand15770-0,[H]C1=C([H])C([H])=C([C@]([H])(N2CN(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C3=C2C2=C(C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C23)C([H])([H])[H])C([H])=C1[H],[[2]],[Be]=[C]1N(CCCC)c2c(c3ccccc3c3ccccc23)N1C(C)c1ccccc1,7.176990000000007,181.99882835057625,"56
ligand15770-0: GIVPEI-subgraph-1. Original M-L.
Rh  2.1237  0.0971  -0.2230
N -0.815165 0.707566 0.253678
C -0.356994 1.938716 0.92282
C 0.132714 -0.170297 -0.207878
C -2.101907 0.160369 0.115013
C -0.619767 1.882527 2.431514
C -0.764105 3.207439 0.186502
H 0.755136 1.848682 0.798381
N -0.548061 -1.269774 -0.653637
C -1.925625 -1.105665 -0.463967
C -3.410029 0.680975 0.429917
H -1.696707 1.903938 2.683847
H -0.12559 2.732452 2.938771
H -0.168449 0.953738 2.832284
C -1.2755 3.170399 -1.128051
C -0.560896 4.468002 0.786411
C 0.190752 -2.462732 -1.07195
C -3.029276 -1.976142 -0.779298
C -4.532903 -0.190001 0.184429
C -3.653879 1.982644 0.947342
H -1.459268 2.200697 -1.61304
C -1.579513 4.353025 -1.817366
C -0.860804 5.651628 0.095728
H -0.158639 4.53003 1.807964
C 0.213849 -3.561872 -0.010827
H -0.199678 -2.81848 -2.047442
H 1.22743 -2.097685 -1.244667
C -2.896487 -3.240032 -1.418703
C -4.344424 -1.511956 -0.418468
C -5.827812 0.286678 0.521267
C -4.939175 2.414851 1.254361
H -2.82216 2.678438 1.087364
H -1.985856 4.295614 -2.838533
C -1.372924 5.600547 -1.209708
H -0.692036 6.622875 0.585343
H -0.819169 -3.895231 0.227672
H 0.630193 -3.119792 0.920304
C 1.063544 -4.758126 -0.445328
H -1.908377 -3.598996 -1.722196
C -4.002177 -4.042673 -1.677156
C -5.445502 -2.36653 -0.691539
C -6.037218 1.555529 1.050778
H -6.700863 -0.357707 0.356684
H -5.090041 3.430094 1.650347
H -1.612198 6.528911 -1.749719
H 2.090276 -4.401691 -0.684767
H 0.660584 -5.180836 -1.394085
C 1.135834 -5.851835 0.620335
H -3.866065 -5.015781 -2.172025
C -5.288881 -3.606161 -1.302674
H -6.459534 -2.045901 -0.420506
H -7.057266 1.885616 1.297519
H 1.572008 -5.458889 1.561567
H 1.759414 -6.706431 0.289421
H 0.126553 -6.245543 0.862239
H -6.168931 -4.237172 -1.496464",High log P
ligand31355-0,[H]C1=C2C3=C(C([H])=C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])/C([H])=C(/[H])C1=C([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(=C31)C1=C2N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])CN1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[[1]],[Be]=[C]1N(CCCC)c2c(c3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc2c5c43)N1CCCC,9.401889999999998,190.21488656672227,"78
ligand31355-0: WAWMEP-subgraph-1. Original M-L.
Au  -3.4983  -0.9098  -0.1417
N -1.001916 0.758639 0.112905
C -1.553919 -0.479182 -0.07496
C -1.840682 1.944274 0.286643
C 0.393026 0.690479 0.064173
N -0.502807 -1.345399 -0.225137
H -1.409218 2.563299 1.097824
C -2.031779 2.739916 -1.00554
H -2.819368 1.571017 0.650043
C 1.396913 1.720766 0.181489
C 0.714895 -0.660519 -0.138973
C -0.72452 -2.788695 -0.355212
C -2.801552 4.042862 -0.775114
H -2.572915 2.094585 -1.730721
H -1.042839 2.961875 -1.463163
C 2.764125 1.269208 0.115168
C 1.141543 3.09783 0.339171
C 2.079125 -1.124401 -0.229678
H -0.095423 -3.169465 -1.182681
H -1.780744 -2.892806 -0.676389
C -0.493943 -3.56645 0.944985
H -3.789161 3.809044 -0.320879
H -2.262058 4.658271 -0.018752
C -2.995835 4.857304 -2.053806
C 3.811852 2.242414 0.238595
C 3.094073 -0.114037 -0.081566
C 2.167465 4.058703 0.449209
H 0.108133 3.452405 0.367944
C 2.472041 -2.463352 -0.448288
C -1.435815 -3.179312 2.089123
H 0.561417 -3.44934 1.275719
H -0.618821 -4.645042 0.703737
H -2.020517 5.141376 -2.501939
H -3.560942 5.790806 -1.861059
H -3.554596 4.277747 -2.817094
C 5.181011 1.805818 0.180845
C 3.493751 3.609607 0.40577
C 4.473214 -0.514379 -0.146178
C 1.786803 5.543146 0.593564
H 1.704332 -3.228175 -0.573753
C 3.820185 -2.859776 -0.509474
H -1.308773 -2.099965 2.322031
H -2.489541 -3.280878 1.749733
C -1.202448 -4.009005 3.351326
H 5.973807 2.562784 0.283622
C 5.498151 0.484653 -0.002378
H 4.328057 4.319044 0.492228
C 4.803445 -1.869563 -0.352638
C 1.00947 5.986474 -0.667865
C 0.89238 5.72639 1.840675
C 3.02436 6.443508 0.746169
C 4.230328 -4.326528 -0.732624
H -1.363766 -5.090737 3.160812
H -1.890359 -3.70831 4.166234
H -0.164455 -3.891185 3.727876
H 6.549822 0.162345 -0.048524
H 5.87067 -2.136629 -0.391975
H 1.627942 5.862021 -1.579457
H 0.721682 7.055055 -0.588752
H 0.079857 5.399284 -0.807974
H -0.047903 5.143807 1.766682
H 0.613081 6.793211 1.960961
H 1.419625 5.401715 2.760241
H 3.617552 6.178916 1.644621
H 2.708584 7.500419 0.85355
H 3.689623 6.383844 -0.138517
C 3.013131 -5.25481 -0.890528
C 5.05606 -4.807452 0.482423
C 5.088121 -4.424179 -2.014526
H 2.391727 -4.976951 -1.765959
H 2.366665 -5.249371 0.010448
H 3.355234 -6.297316 -1.04594
H 5.371444 -5.86192 0.342243
H 4.460263 -4.746753 1.415521
H 5.970718 -4.198777 0.625894
H 5.401475 -5.473861 -2.190379
H 6.005639 -3.806984 -1.944977
H 4.517054 -4.081642 -2.900952",High log P
ligand2641-0,[H]C1=C([H])C([H])=C([C@@]2([H])N(C3=C([H])C([H])=C([H])C([H])=C3C([H])([H])[H])CN(C3=C([H])C([H])=C([H])C([H])=C3C([H])([H])[H])[C@@]2([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Be]=[C]1N(c2ccccc2C)C(c2ccccc2)C(c2ccccc2)N1c1ccccc1C,7.108930000000006,186.07840127655425,"58
ligand2641-0: CIFWIZ-subgraph-2. Original M-L.
Ru  -1.4163  -0.4816  -0.0388
C 0.321977 0.181655 0.437834
N 1.400235 -0.666098 0.585269
N 0.791277 1.454434 0.660342
C 1.35679 -2.054604 0.269363
C 2.574183 0.028519 1.14833
C 2.264959 1.496437 0.718439
C 0.057011 2.677327 0.59574
C 0.968126 -2.425884 -1.032881
C 1.68012 -3.040388 1.235673
C 3.92438 -0.496137 0.731199
H 2.511744 -0.005617 2.259516
C 2.896712 1.918057 -0.5958
H 2.602874 2.184885 1.517029
C -0.088879 3.442315 1.781232
C -0.517897 3.102844 -0.615826
C 0.888473 -3.778158 -1.393267
H 0.721773 -1.639707 -1.762272
C 1.619696 -4.387874 0.835475
C 1.985181 -2.676047 2.661852
C 4.980404 -0.464677 1.66216
C 4.18171 -0.951821 -0.576672
C 4.135648 2.584538 -0.57376
C 2.320507 1.5835 -1.836525
C -0.824681 4.641697 1.703155
C 0.477336 2.966233 3.093558
H -0.42599 2.463345 -1.503985
C -1.255982 4.29192 -0.661035
C 1.228049 -4.764491 -0.458088
H 0.572241 -4.051983 -2.410981
H 1.857324 -5.164663 1.579278
H 2.983163 -2.202106 2.769453
H 1.972845 -3.574862 3.306882
H 1.217807 -1.969844 3.040233
H 4.784093 -0.116661 2.68949
C 6.272947 -0.868032 1.295569
C 5.471097 -1.361271 -0.941937
H 3.369078 -0.981009 -1.313967
H 4.593745 2.84457 0.393992
C 4.798324 2.903409 -1.767436
C 2.981506 1.906631 -3.030936
H 1.349239 1.065462 -1.883532
H -0.957375 5.242188 2.617004
C -1.406324 5.066236 0.499815
H 0.368697 1.868141 3.200024
H -0.031042 3.454626 3.94664
H 1.561035 3.196976 3.186596
H -1.718508 4.608778 -1.607536
H 1.180592 -5.830107 -0.728513
H 7.08784 -0.835725 2.034596
C 6.52053 -1.318417 -0.010167
H 5.657196 -1.714969 -1.967163
H 5.768313 3.422399 -1.733853
C 4.221964 2.563051 -3.001388
H 2.516714 1.640699 -3.992582
H -1.984165 6.002582 0.471435
H 7.531977 -1.640518 -0.301008
H 4.737886 2.815121 -3.940453",High log P
ligand1373-0,[H]c1nc2c(c([H])c1-c1sc([H])c([H])c1[H])c([H])c([H])c1c([H])c(-c3sc([H])c([H])c3[H])c([H])nc12,[[3]],[Li]<-n1cc(-c2cccs2)cc2ccc3cc(-c4cccs4)cnc3c21,6.240000000000003,174.23748870164565,"37
ligand1373-0: XEKJEE-subgraph-1. Original M-L.
Cd  0.9346  -0.1316  -1.2284
C 3.067527 -2.184418 0.234578
H 3.723367 -1.483563 -0.318944
C 3.513047 -3.490792 0.604411
N 1.840419 -1.736863 0.457855
C 4.888183 -3.912631 0.351589
C 2.560511 -4.339034 1.185658
C 0.927627 -2.535305 1.065607
S 5.957301 -2.952072 -0.651825
C 5.549543 -5.051769 0.807517
H 2.816685 -5.378444 1.440987
C 1.243074 -3.883923 1.422676
C -0.399007 -2.016788 1.333099
C 7.254992 -4.071038 -0.446015
H 5.077238 -5.794245 1.464911
C 6.894753 -5.141667 0.354683
C 0.216796 -4.728631 1.974339
C -1.40203 -2.898008 1.854919
N -0.651505 -0.706194 1.094308
H 8.218658 -3.879967 -0.933767
H 7.57799 -5.963164 0.60941
C -1.060148 -4.26066 2.163844
H 0.47436 -5.768548 2.228074
C -2.699791 -2.372566 2.052468
C -1.86125 -0.231675 1.342988
H -1.843784 -4.920101 2.567694
H -3.497396 -3.032944 2.429029
C -2.962085 -1.020687 1.796187
H -2.018068 0.842304 1.151405
C -4.281551 -0.408525 1.938252
S -5.739234 -1.364228 1.778735
C -4.603409 0.930793 2.14655
C -6.749301 0.017625 2.007641
H -3.842622 1.710951 2.282941
C -6.006388 1.171068 2.19047
H -7.839734 -0.095862 1.986105
H -6.458037 2.158652 2.357275",High log P
ligand22146-0,[H]C1=C([H])C([H])=C(/N=C([H])/C([H])=C(\C2=C([H])C([H])=C([H])C([H])=C2[H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(C(=CC=Nc1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,6.562900000000007,188.51644863325197,"52
ligand22146-0: POSTAT-subgraph-2. Original M-L.
Pd  -2.6377  -0.8089  -0.8276
P -1.116219 0.700346 0.065779
C -1.426567 1.054034 1.850367
C 0.549098 -0.095649 0.059677
C -0.843968 2.379612 -0.630325
C -2.742988 1.398784 2.224472
C -0.414162 1.030639 2.827761
C 0.512434 -1.577585 0.21
C 1.695689 0.631 -0.081494
C -0.55793 3.488176 0.194982
C -0.889292 2.537828 -2.032008
H -3.535724 1.41393 1.458927
C -3.039494 1.715156 3.556951
H 0.619064 0.787269 2.53862
C -0.717779 1.333887 4.165588
C 0.852551 -2.193015 1.43339
C 0.071962 -2.383252 -0.866378
C 3.02325 0.045562 -0.133423
H 1.653498 1.729473 -0.168545
C -0.308348 4.742945 -0.380815
H -0.530604 3.373062 1.288526
H -1.142893 1.671571 -2.66764
C -0.637024 3.796843 -2.595709
H -4.067772 1.988834 3.838272
C -2.027759 1.67626 4.53223
H 0.079043 1.306978 4.924434
C 0.747459 -3.585007 1.583793
H 1.185182 -1.570679 2.277636
H -0.197999 -1.90926 -1.823489
C -0.020115 -3.774485 -0.713359
H 3.087271 -1.067474 -0.160457
N 4.073284 0.803213 -0.162001
C -0.344857 4.898689 -1.775548
H -0.084332 5.60411 0.267021
H -0.676106 3.916456 -3.689144
H -2.263048 1.915047 5.580436
H 1.008479 -4.050645 2.546264
C 0.307851 -4.378257 0.512181
H -0.354702 -4.389729 -1.562606
C 5.353147 0.24466 -0.133495
H -0.149334 5.884804 -2.224067
H 0.225153 -5.469306 0.631084
C 5.679318 -0.934521 0.584105
C 6.38326 0.927879 -0.824493
H 4.90016 -1.446928 1.168561
C 6.992229 -1.421028 0.584864
H 6.119492 1.853246 -1.356946
C 7.687485 0.422158 -0.837708
H 7.23512 -2.329241 1.157863
C 7.999366 -0.753263 -0.132292
H 8.473664 0.955704 -1.393466
H 9.029503 -1.14 -0.128468",High log P
ligand5914-0,[H]C1=C([H])C([H])=C(C2=C(C3=C([H])C([H])=C([H])C([H])=C3[H])P(C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2=O)C([H])=C1[H],[[3]],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)C(=O)C(c2ccccc2)=C1c1ccccc1,6.700400000000006,148.26799082614747,"56
ligand5914-0: XIPPET-subgraph-0. Original M-L.
W  -2.1752  -1.1573  0.1335
C 1.022839 -0.697021 -1.64929
O 0.925104 -1.056388 -2.801602
C 2.078165 -0.853932 -0.612724
P -0.124595 0.249419 -0.399167
C 1.53047 -0.093682 0.409483
C 3.29409 -1.665732 -0.710216
C -0.351083 2.037652 -0.807551
C 2.100118 0.287106 1.700339
C 3.987758 -2.116123 0.439734
C 3.780476 -2.032531 -1.989363
H -1.406039 2.050644 -1.166475
Si -0.445448 3.23295 0.712092
Si 0.673912 2.681173 -2.310616
C 3.366275 0.922451 1.741298
C 1.421339 0.036514 2.914716
C 5.144437 -2.8917 0.309688
H 3.605821 -1.86714 1.439244
C 4.943873 -2.80326 -2.11082
H 3.224464 -1.716251 -2.882913
C -1.673954 4.601026 0.263201
C -1.133127 2.398809 2.260072
C 1.255755 3.946049 1.131254
C -0.007974 1.879941 -3.879715
C 0.459121 4.552693 -2.531356
C 2.52247 2.331311 -2.083662
H 3.900721 1.112245 0.798578
C 3.923542 1.31335 2.964319
H 0.45328 -0.480801 2.898024
C 1.994107 0.413813 4.13705
C 5.631463 -3.231552 -0.964673
H 5.669925 -3.240448 1.211559
H 5.312485 -3.077992 -3.110627
H -1.803294 5.276428 1.134358
H -2.664673 4.156061 0.035218
H -1.359256 5.215833 -0.600316
H -1.212065 3.167533 3.057422
H -0.481152 1.592689 2.64294
H -2.144365 1.982079 2.092483
H 1.958404 3.147642 1.44226
H 1.155285 4.6521 1.981463
H 1.710694 4.499139 0.286303
H 0.560243 2.233063 -4.765449
H -1.068366 2.174372 -4.024553
H 0.045069 0.774486 -3.854411
H 1.030131 4.856896 -3.433641
H 0.835514 5.151065 -1.678978
H -0.601858 4.822795 -2.704954
H 2.782868 1.264095 -2.219975
H 2.870723 2.645607 -1.079329
H 3.094718 2.911156 -2.83725
H 4.900753 1.818991 2.980548
C 3.239863 1.06033 4.166034
H 1.456664 0.20275 5.073615
H 6.543226 -3.840235 -1.062149
H 3.681402 1.365405 5.126628",High log P
