Original ligand ID,Original isomer,Optimized ligand ID,Optimized isomer,Sampling region,Optimization objective,Minimization,Original encoded SMILES,Optimized encoded SMILES,Tanimoto similarity,Optimized metal center charge,Optimized HOMO-LUMO gap (eV),Optimized XYZ,Optimized final single point energy (Eh),Original log P,Optimized log P,Original G parameter,Optimized G parameter
uncond_bi-min10k-9691,cis,cond_bi-isolated_ligands-O6_optimized-uncond_bi-min10k-9691,trans,High log P,log P - G parameter,True,CN1->[Ir]<-N(c2ccccc2)=C2C=CC3(C=CC=CC3)C=12,CN1(C)->[Ir]<-N(Cc2ccccc2)CCC1,0.2,0.3009451221765206,4.37213506230163,"69
cond_bi-isolated_ligands-O6_optimized-uncond_bi-min10k-9691-trans
Ir -0.900837 -0.333929 -0.26029
C -2.147384 1.646493 1.460548
N -2.603127 0.903231 0.253905
C -2.859483 1.871098 -0.84033
C -3.896171 0.247409 0.652243
C -4.520345 -0.753424 -0.315823
C -3.760558 -2.115241 -0.324127
N -2.458253 -2.161964 -0.942677
C -2.312142 -2.211788 -2.390806
C -1.029716 -2.924412 -2.802328
C -0.546764 -4.032627 -2.077456
C 0.628142 -4.687013 -2.476801
C 1.337427 -4.244614 -3.606038
C 0.855294 -3.156022 -4.344515
C -0.320672 -2.502873 -3.944254
H -2.945221 2.343567 1.805887
H -1.207406 2.197062 1.253927
H -1.952052 0.921678 2.277194
H -3.629033 2.615239 -0.537814
H -1.923133 2.395901 -1.086614
H -3.210413 1.333277 -1.7404
H -4.599388 1.087997 0.848017
H -3.725492 -0.258846 1.626089
H -5.558176 -0.943342 0.031202
H -4.65269 -0.330975 -1.332133
H -4.421643 -2.864525 -0.825377
H -3.624207 -2.465536 0.719806
H -1.642079 -2.476188 -0.371146
H -3.211739 -2.724175 -2.813039
H -2.317418 -1.202547 -2.85692
H -1.119135 -4.417383 -1.221512
H 0.980638 -5.56587 -1.915604
H 2.257493 -4.761042 -3.91976
H 1.399536 -2.811192 -5.236777
H -0.68064 -1.631634 -4.51244
C 1.517442 -1.903019 0.66697
N 1.084634 -0.975808 -0.393536
C 1.712593 -1.311219 -1.681066
C 0.95753 0.437018 0.008655
C 1.65494 1.499385 -0.831897
C 1.206852 2.955309 -0.605597
N 1.074004 3.333002 0.797652
C 2.327921 3.345443 1.564021
C 3.472195 4.115418 0.929843
C 3.373904 5.508941 0.738815
C 4.404364 6.221976 0.11213
C 5.555755 5.549947 -0.331603
C 5.668616 4.164484 -0.143431
C 4.630315 3.454778 0.48067
H 2.620468 -1.865768 0.802742
H 1.227368 -2.934146 0.394678
H 1.032213 -1.635302 1.626088
H 2.806965 -1.124335 -1.637297
H 1.268954 -0.721491 -2.502279
H 1.526102 -2.39113 -1.886923
H 1.201729 0.565071 1.084153
H -0.972419 -0.116926 -1.816705
H 2.750557 1.437307 -0.639268
H 1.522031 1.284347 -1.910904
H 1.921913 3.610622 -1.157998
H 0.216421 3.103831 -1.080359
H 0.652901 4.268181 0.844874
H 2.652914 2.296529 1.739912
H 2.092736 3.765272 2.56507
H 2.478399 6.047329 1.092662
H 4.314974 7.310416 -0.024263
H 6.367513 6.109952 -0.819581
H 6.570906 3.633463 -0.48259
H 4.725902 2.367068 0.635346",-1260.873004272664,3.902200000000003,1.7278999999999995,36.781792137513925,46.67356358427503
uncond_bi-min10k-2608,cis,cond_bi-isolated_ligands-O3_optimized-uncond_bi-min10k-2608,cis,Low log P,log P,True,OC12NCC1(c1ccccc1)N->[Ir]<-N2,OCCC12NCC1(O)N->[Ir]<-N2,0.2631578947368421,0.16921455299107352,4.145164889623843,"47
cond_bi-isolated_ligands-O3_optimized-uncond_bi-min10k-2608-cis
Ir 0.660379 0.166465 -0.669245
N -5.905743 3.060321 0.428755
C -5.108257 4.242144 0.272178
O -5.287169 5.232366 1.276391
C -5.06515 4.792878 -1.17873
N -3.627912 4.461419 -1.285305
C -3.533328 4.006495 0.123207
N -2.655718 4.83497 0.921211
C -3.083243 2.538227 0.213874
C -1.74186 2.366966 -0.466452
O -1.350311 0.957599 -0.532072
H -5.959123 2.789186 1.418775
H -6.865888 3.195494 0.089418
H -6.195949 5.580518 1.19103
H -5.701348 4.251924 -1.911761
H -5.306272 5.876579 -1.22351
H -3.005616 5.251007 -1.489291
H -2.548398 4.429957 1.860825
H -3.116836 5.742048 1.07791
H -3.860956 1.928297 -0.291696
H -3.040183 2.206597 1.274087
H -0.925035 2.873283 0.079787
H -1.795702 2.779545 -1.495537
H -2.088055 0.437645 -0.909803
N 5.024592 1.928512 1.93942
C 4.615619 2.421733 0.663728
O 5.623676 3.051527 -0.112517
C 3.27107 3.196759 0.642027
N 2.782062 2.369461 -0.496134
C 3.929153 1.380612 -0.341237
N 4.566515 1.097844 -1.577494
C 3.443536 0.105235 0.375314
C 2.33053 -0.614771 -0.360892
O 2.598921 -1.870934 -0.731405
H 5.026099 2.653963 2.665779
H 5.96355 1.513974 1.897972
H 5.96582 3.819738 0.383697
H 3.347568 4.276717 0.415721
H 2.647581 3.044275 1.545692
H 2.844437 2.833195 -1.412892
H 5.298233 1.79128 -1.777597
H 4.9594 0.155975 -1.642648
H 4.33103 -0.545391 0.548877
H 3.095229 0.393569 1.388617
H 1.554188 1.571862 -0.543743
H 1.031407 0.013319 -2.170199
H 3.478055 -2.160107 -0.400305",-1129.484377551525,-0.9513999999999992,-2.7256999999999985,36.74996021009072,15.772720038198313
uncond_bi-min10k-6756,cis,cond_bi-isolated_ligands-O2_optimized-uncond_bi-min10k-6756,trans,Low log P,G parameter,False,NC1CNCC2(N1)N->[Ir]<-N=C2c1cccnc1,NC1CNCC2(N1)N->[Ir]<-N=C2C(=O)O,0.4590163934426229,0.3381825304179675,4.348570001812604,"53
cond_bi-isolated_ligands-O2_optimized-uncond_bi-min10k-6756-trans
Ir -0.912246 -0.895605 0.306226
N -1.125568 3.133983 3.052788
C -1.586437 2.78842 1.913329
C -1.118002 3.584797 0.711024
O -0.405899 3.103202 -0.15662
O -1.539828 4.852374 0.733765
C -2.530009 1.603032 1.62576
N -2.769363 0.738233 2.784745
C -2.056932 0.716973 0.448987
N -3.023288 -0.344115 0.296138
C -4.229786 0.161743 -0.391115
C -4.828613 1.256011 0.553345
N -5.832335 2.102275 -0.033869
N -3.753215 2.144149 1.048004
H -1.466701 2.482726 3.787036
H -1.152441 5.301379 -0.052249
H -3.402066 1.171134 3.467974
H -1.898435 0.47944 3.267959
H -0.731195 -0.598093 -1.196001
H -1.9573 1.345893 -0.451776
H -3.315508 -0.602092 1.262164
H -4.965458 -0.648294 -0.565416
H -3.939272 0.601886 -1.365862
H -5.322081 0.707375 1.39586
H -6.736702 1.631624 -0.131408
H -5.542142 2.472866 -0.946704
H -4.150939 2.954842 1.534167
N 4.260252 -3.864261 2.321759
C 3.345528 -2.977272 2.229737
C 2.35875 -2.65259 3.347937
O 1.330726 -1.998173 3.222072
O 2.730304 -3.215232 4.507141
C 3.250866 -2.122069 0.944472
N 4.139685 -2.57264 -0.119355
C 1.789954 -2.147114 0.374001
N 1.120336 -0.848075 0.637722
C 1.880405 0.230505 -0.060889
C 3.349338 0.335184 0.476897
N 4.399717 0.413972 -0.512448
N 3.545802 -0.773528 1.416754
H 4.250157 -4.314338 3.254342
H 2.04778 -2.996603 5.179703
H 5.087477 -2.688037 0.268833
H 3.874446 -3.522838 -0.418423
H 1.192486 -2.965255 0.82047
H 1.839907 -2.292213 -0.72188
H 1.249518 -0.718072 1.663566
H 1.888593 -0.019237 -1.139386
H 1.32542 1.18056 0.060806
H 3.412527 1.265413 1.081996
H 4.370622 -0.388487 -1.155318
H 4.382718 1.294511 -1.038305
H 4.496161 -0.728071 1.803276",-1424.552451338437,-1.4179299999999984,-2.776629999999998,35.24590163934426,44.1827152634092
uncond_bi-min10k-7565,cis,cond_bi-isolated_ligands-O7_optimized-uncond_bi-min10k-7565,cis,Low G parameter,log P + G parameter,True,CC(C)Cc1ccn2->[Ir]<-N3=C(CCC3)c2c1,CC(C)C1=O->[Ir]<-n2ccccc21,0.25,0.39863633230463097,4.1403212628720585,"45
cond_bi-isolated_ligands-O7_optimized-uncond_bi-min10k-7565-cis
Ir 0.108125 -0.187135 -0.497767
C -1.791152 0.593543 3.132597
C -2.677382 0.926028 1.903509
C -4.088499 0.326269 2.021663
C -1.967001 0.47221 0.674698
O -1.292657 1.285172 -0.045167
C -1.831045 -0.927885 0.189942
C -1.698554 -1.112491 -1.258919
C -1.74188 -2.48206 -1.704853
C -1.834349 -3.50617 -0.788764
C -1.981693 -3.185971 0.602237
N -2.007417 -1.96069 1.081309
H -0.789951 1.05979 3.046854
H -2.28151 0.997653 4.039974
H -1.674754 -0.501081 3.244144
H -2.73461 2.031451 1.807969
H -4.045165 -0.771097 2.157354
H -4.594383 0.764416 2.904094
H -4.708479 0.553453 1.132183
H -2.038126 -0.331333 -1.962674
H -1.738732 -2.691394 -2.785662
H -1.875922 -4.557098 -1.109876
H -2.135833 -4.001727 1.331857
C 4.556268 -0.914725 1.526182
C 3.337618 0.013388 1.653493
C 2.534501 -0.24469 2.957115
C 2.396452 -0.119941 0.506789
O 1.849457 0.897977 -0.037075
C 1.882163 -1.387727 -0.078999
C 1.598073 -1.356294 -1.521184
C 1.362253 -2.638683 -2.138037
C 1.324251 -3.771897 -1.360598
C 1.589404 -3.666715 0.04869
N 1.887364 -2.545006 0.668532
H 4.253317 -1.978434 1.5685
H 5.248888 -0.720114 2.368217
H 5.113715 -0.73759 0.58534
H 3.656799 1.077439 1.64723
H 3.206656 -0.081431 3.822209
H 1.679136 0.452982 3.048347
H 2.15894 -1.285091 2.984613
H 2.032035 -0.564832 -2.160655
H 1.258035 -2.691951 -3.232705
H 1.159101 -4.764625 -1.804409
H 1.596377 -4.584156 0.66494",-1062.530144940555,2.8630000000000013,1.9203,34.33869170778291,41.405379595734516
uncond_bi-min10k-7176,trans,cond_bi-isolated_ligands-O5_optimized-uncond_bi-min10k-7176,cis,Center,log P + G parameter,False,CC1c2ccccn2->[Ir]<-N1NC(=O)c1ccccc1,CC(C)N1->[Ir]<-S(c2ccccc2)C(C)CC1,0.2345679012345679,0.33089979976346295,3.3225918947938724,"73
cond_bi-isolated_ligands-O5_optimized-uncond_bi-min10k-7176-cis
Ir 0.246918 -0.525986 -0.014335
C -1.287438 1.470388 2.482344
C -1.687152 1.909636 1.077313
C -0.923727 3.144506 0.605051
N -1.484716 0.817262 0.07674
C -1.799539 -0.565072 0.326881
C -2.811319 -1.210294 -0.60245
C -2.906372 -2.745083 -0.479814
C -1.989383 -3.510633 -1.426495
S -4.695537 -3.147699 -0.794559
C -4.778569 -4.866503 -0.309667
C -4.763801 -5.225525 1.053746
C -4.914639 -6.568201 1.427824
C -5.102229 -7.556996 0.446516
C -5.12373 -7.201028 -0.911261
C -4.956113 -5.860253 -1.291948
H -1.940141 0.675085 2.889404
H -1.350657 2.332813 3.17301
H -0.237977 1.10415 2.507276
H -2.777498 2.138182 1.07713
H 0.171 2.962188 0.616346
H -1.21468 3.438047 -0.424252
H -1.13589 4.006332 1.266509
H -1.77868 1.12652 -0.859863
H 0.021993 -2.05783 0.316732
H -2.032522 -0.754656 1.391938
H -3.80208 -0.772102 -0.339419
H -2.612182 -0.929521 -1.659481
H -2.697385 -3.040846 0.572252
H -2.20984 -3.243423 -2.480169
H -2.130108 -4.60245 -1.310401
H -0.920562 -3.301645 -1.21764
H -4.657262 -4.441103 1.818579
H -4.911605 -6.843124 2.493782
H -5.241074 -8.607535 0.743539
H -5.274681 -7.971952 -1.682082
H -4.972471 -5.570162 -2.35285
C 2.724854 1.321878 1.706048
C 3.093669 1.187165 0.230704
C 4.590644 0.962897 0.00313
N 2.271729 0.171497 -0.508367
C 2.174812 -1.251314 -0.264208
C 2.912017 -1.940173 0.871212
C 2.308321 -3.306509 1.242482
C 3.056276 -3.983911 2.389187
S 2.25386 -4.366956 -0.264408
C 0.801997 -5.37249 -0.041487
C 0.507057 -6.24667 -1.111436
C -0.629608 -7.061813 -1.06151
C -1.48839 -7.021905 0.049669
C -1.187439 -6.164896 1.116579
C -0.047369 -5.345166 1.082517
H 1.624733 1.359663 1.842576
H 3.132553 0.507241 2.333751
H 3.132978 2.272375 2.101055
H 2.802874 2.13904 -0.263821
H 4.946655 0.03995 0.501126
H 4.83625 0.895408 -1.075624
H 5.16504 1.812468 0.421934
H 2.344632 0.36281 -1.514826
H -0.01065 -1.012775 -1.452034
H 2.26602 -1.832578 -1.200148
H 2.922067 -1.328592 1.793736
H 3.977202 -2.080401 0.577059
H 1.249835 -3.126998 1.527121
H 4.112237 -4.179899 2.115647
H 2.591227 -4.955588 2.643627
H 3.0438 -3.347154 3.299516
H 1.170998 -6.279193 -1.98924
H -0.848102 -7.733961 -1.905084
H -2.389296 -7.649664 0.083943
H -1.848194 -6.133939 1.995917
H 0.167722 -4.70111 1.946504",-2024.983336661756,2.0771999999999995,3.5553000000000026,37.33885086742002,45.55148814260703
uncond_bi-min10k-4527,trans,cond_bi-isolated_ligands-O5_optimized-uncond_bi-min10k-4527,cis,High G parameter,log P + G parameter,False,SC1NCc2ccccn2->[Ir]<-n2ccccc21,CN1(C)->[Ir]<-n2ccccc2C(S)NCC1,0.3939393939393939,0.2749400935060424,4.834429303234719,"63
cond_bi-isolated_ligands-O5_optimized-uncond_bi-min10k-4527-cis
Ir 0.480645 -0.737431 0.275426
C -0.815588 0.193342 -2.387909
N -1.035112 0.078027 -0.932661
C -1.834624 1.216002 -0.434656
C -1.3409 -1.276631 -0.444273
C -2.590838 -1.533126 0.371673
N -3.802434 -1.278238 -0.409088
C -4.077487 -2.17863 -1.515073
S -4.566754 -1.08421 -2.935943
C -5.084858 -3.260808 -1.159553
C -6.475873 -3.067325 -1.261693
C -7.33053 -4.086873 -0.823437
C -6.76992 -5.262812 -0.303887
C -5.370991 -5.359469 -0.247065
N -4.539606 -4.390145 -0.66054
H -1.790056 0.147569 -2.920921
H -0.307813 1.151681 -2.611315
H -0.176507 -0.639904 -2.732652
H -2.827977 1.219528 -0.926691
H -1.965756 1.136937 0.656602
H -1.290482 2.154156 -0.656309
H -1.289604 -1.989287 -1.293611
H -0.217152 -0.065731 1.521662
H -2.51602 -2.584325 0.743729
H -2.622026 -0.886265 1.269642
H -4.630257 -1.149588 0.180796
H -3.141417 -2.702335 -1.787748
H -4.786991 -2.070107 -3.856166
H -6.862787 -2.134812 -1.699676
H -8.422572 -3.968384 -0.894161
H -7.401043 -6.094423 0.042205
H -4.898167 -6.278036 0.146313
C 2.189426 1.376804 1.860048
N 2.407279 0.44363 0.732203
C 2.814363 1.209737 -0.462889
C 3.441281 -0.565109 1.07376
C 2.865441 -1.658997 1.967625
N 1.597379 -2.176767 1.408174
C 1.65711 -3.265703 0.421234
S 1.54522 -2.469539 -1.26478
C 0.420716 -4.145676 0.641571
C -0.153492 -4.944885 -0.359643
C -1.315405 -5.663483 -0.043224
C -1.837736 -5.581576 1.254753
C -1.175498 -4.776591 2.191778
N -0.076205 -4.071489 1.88546
H 1.874987 0.823817 2.763223
H 3.115872 1.953107 2.086406
H 1.37749 2.078253 1.596343
H 2.026151 1.946081 -0.705825
H 3.773835 1.75164 -0.295164
H 2.928174 0.525285 -1.324443
H 3.809704 -1.003351 0.12468
H 4.321135 -0.090757 1.566758
H 2.63129 -1.257192 2.973415
H 3.608819 -2.472999 2.110149
H 0.976145 -2.581036 2.156279
H 2.596447 -3.862465 0.487635
H 2.893145 -2.316437 -1.473651
H 0.280729 -4.982657 -1.368898
H -1.816818 -6.271551 -0.809753
H -2.751029 -6.12317 1.537248
H -1.54683 -4.684025 3.226044",-2010.579789433495,2.1948,1.1612,45.30479070507719,43.68932038834951
uncond_bi-min10k-9751,trans,cond_bi-isolated_ligands-O4_optimized-uncond_bi-min10k-9751,cis,High log P,G parameter,True,O=Cc1ccccc1C=N1->[Ir]<-N(=Cc2ccccc2Cl)CC1,c1ccc2c(c1)CCN1(->[Ir]<-Nc3ncccc31)C2,0.2291666666666666,0.19139844064750403,3.3059657377975746,"65
cond_bi-isolated_ligands-O4_optimized-uncond_bi-min10k-9751-cis
Ir -0.245399 0.074544 0.691669
N -0.963135 2.159229 -2.426073
C -1.205331 3.332907 -1.738047
N -0.744188 4.467168 -2.285484
C -0.975094 5.630436 -1.659148
C -1.646744 5.725168 -0.434168
C -2.141406 4.542837 0.139592
C -1.949069 3.317564 -0.513291
N -2.423868 2.070057 -0.011999
C -2.714811 1.99084 1.418421
C -2.695488 0.526502 1.848408
C -3.342829 -0.431736 0.874143
C -3.576107 -1.775157 1.242276
C -4.161614 -2.671467 0.341778
C -4.520261 -2.234586 -0.946292
C -4.28751 -0.906629 -1.322099
C -3.696582 0.003909 -0.424582
C -3.477472 1.441279 -0.822238
H -0.873989 1.306854 -1.863862
H -0.295948 2.2623 -3.193362
H -0.585316 6.536463 -2.155486
H -1.797323 6.69687 0.056716
H -2.695614 4.58503 1.088074
H -3.695081 2.446884 1.704222
H -1.932895 2.549188 1.968858
H -3.116125 0.421395 2.86845
H -1.618468 0.160642 2.071415
H -3.311194 -2.11286 2.257479
H -4.350394 -3.712331 0.643853
H -4.983714 -2.93477 -1.657022
H -4.569081 -0.562727 -2.329871
H -3.193576 1.508613 -1.8901
H -4.432471 2.013713 -0.705921
N 2.384111 1.683628 2.350231
C 2.343331 2.410347 1.171933
N 2.145789 3.731839 1.286613
C 2.059662 4.476905 0.177632
C 2.185242 3.957798 -1.120992
C 2.352491 2.574548 -1.252622
C 2.407868 1.778491 -0.102156
N 2.5145 0.347309 -0.214714
C 1.465671 -0.453043 0.039216
C 1.720651 -1.933573 -0.171937
C 2.496194 -2.191478 -1.444346
C 2.203165 -3.231871 -2.338856
C 2.989232 -3.400608 -3.489675
C 4.054519 -2.525331 -3.753973
C 4.3389 -1.473094 -2.869616
C 3.560308 -1.309021 -1.713822
C 3.800827 -0.220529 -0.701607
H 2.480744 2.264072 3.187549
H 2.925982 0.818798 2.360246
H 1.880077 5.554763 0.332086
H 2.105645 4.607335 -2.001959
H 2.416331 2.104981 -2.246111
H -0.046406 1.53932 0.265839
H 0.561447 0.600318 1.919143
H 2.30857 -2.293065 0.708232
H 0.765652 -2.498304 -0.149703
H 1.364351 -3.914627 -2.132925
H 2.765306 -4.22061 -4.18803
H 4.664002 -2.658507 -4.659908
H 5.168296 -0.780214 -3.080651
H 4.402469 0.609925 -1.113435
H 4.357763 -0.621269 0.178112",-1516.629308561935,3.690500000000003,2.2264999999999997,37.88795161547032,34.736590800572976
uncond_bi-min10k-1784,trans,cond_bi-isolated_ligands-O1_optimized-uncond_bi-min10k-1784,trans,Low G parameter,log P,False,Cn1ccc(C2=O->[Ir]<-n3ccccc32)c1,Fc1cc(C=N2->[Ir]<-n3ccccc3C2)ccc1Cl,0.2972972972972973,0.2296223540488267,3.3127413729728246,"55
cond_bi-isolated_ligands-O1_optimized-uncond_bi-min10k-1784-trans
Ir -1.188633 -0.797382 -0.283579
F 1.038659 6.038553 -0.55552
C 0.046057 5.624046 -1.341328
C -0.507692 4.364094 -1.157936
C -1.560241 3.929446 -2.000325
C -2.17239 2.629197 -1.822496
N -1.775466 1.771194 -0.930038
C -2.337992 0.708483 -0.37611
C -3.734083 0.867515 0.147397
C -4.31776 -0.062361 1.030074
C -5.637475 0.150897 1.447145
C -6.329472 1.268298 0.959473
C -5.663812 2.13556 0.072734
N -4.396429 1.948147 -0.306076
C -2.035439 4.78499 -3.023662
C -1.477353 6.052227 -3.202862
C -0.432775 6.482666 -2.364734
Cl 0.2842 8.031981 -2.556629
H -0.120393 3.711026 -0.363058
H -2.981329 2.347206 -2.525607
H -1.944339 -1.28648 -1.608219
H -2.187827 -1.788755 0.351322
H -3.740486 -0.933853 1.370012
H -6.122437 -0.551101 2.141791
H -7.366527 1.474689 1.26223
H -6.176372 3.024426 -0.333895
H -2.852216 4.450168 -3.680605
H -1.836304 6.727125 -3.992151
F 5.075554 -4.52229 -4.995598
C 4.924866 -4.479542 -3.671026
C 3.760448 -3.941522 -3.122514
C 3.597787 -3.891136 -1.720905
C 2.369108 -3.31984 -1.170714
N 2.142091 -3.201933 0.089961
C 0.91394 -2.649339 0.546491
C 1.107025 -1.475896 1.488588
C 2.1474 -1.404403 2.422127
C 2.211324 -0.294503 3.275562
C 1.237558 0.711099 3.16717
C 0.236717 0.579065 2.201357
N 0.179731 -0.492643 1.37674
C 4.620216 -4.394206 -0.883229
C 5.781954 -4.932919 -1.435958
C 5.945851 -4.979768 -2.834199
Cl 7.370527 -5.640494 -3.544769
H 2.984292 -3.564014 -3.805257
H 1.610826 -2.980969 -1.921469
H 0.31871 -3.432885 1.071818
H 0.243619 -2.317407 -0.338799
H 2.888267 -2.214561 2.455647
H 3.016321 -0.213309 4.021114
H 1.253012 1.595457 3.819696
H -0.541102 1.345424 2.061
H 4.481116 -4.357579 0.206294
H 6.584468 -5.330192 -0.798561",-2444.70228885434,1.6510999999999998,3.4932000000000016,34.418271526340924,52.506764284577436
uncond_bi-min10k-2740,trans,cond_bi-isolated_ligands-O6_optimized-uncond_bi-min10k-2740,cis,Center,log P - G parameter,True,CS1->[Ir]<-NC(C)(c2ccccc2)C1,CCS1->[Ir]<-NC(C)(C)C1,0.22,-0.009143591681728378,4.101626671630262,"47
cond_bi-isolated_ligands-O6_optimized-uncond_bi-min10k-2740-cis
Ir -0.671299 -0.254621 -0.198291
C -1.517643 3.003074 -2.146703
C -2.593268 1.982091 -1.809999
S -2.328734 1.316029 -0.092556
C -2.927499 -0.408582 -0.176946
C -3.780006 -0.948856 1.01201
C -5.167434 -0.291786 0.939132
C -3.094688 -0.656718 2.351232
N -3.931225 -2.389323 0.870645
H -1.72735 3.441813 -3.142876
H -0.516355 2.529425 -2.183743
H -1.491263 3.837133 -1.416885
H -2.587196 1.118444 -2.502649
H -3.60878 2.429216 -1.788046
H -2.021514 -1.31755 -0.256497
H -3.438269 -0.565792 -1.149523
H -5.096429 0.809462 1.036097
H -5.801575 -0.679597 1.758638
H -5.673984 -0.52324 -0.020958
H -2.999575 0.432705 2.529132
H -2.07376 -1.09364 2.370831
H -3.689236 -1.0989 3.173148
H -4.374058 -2.673353 -0.010353
H -3.053813 -2.90572 1.000393
C 1.539574 2.304088 1.872125
C 1.994938 0.898921 1.510857
S 1.485074 0.506124 -0.234835
C 1.411899 -1.312384 -0.258643
C 2.102626 -1.999504 -1.486448
C 1.560278 -1.421094 -2.799527
C 1.801692 -3.503795 -1.385205
N 3.538555 -1.806054 -1.438353
H 1.944118 3.066115 1.176023
H 0.433703 2.377571 1.877708
H 1.903794 2.556876 2.887922
H 3.10001 0.795593 1.51873
H 1.545883 0.128241 2.16659
H 1.801815 -1.703971 0.702932
H 0.256448 -1.757642 -0.255267
H 1.807118 -0.343219 -2.896052
H 2.023895 -1.950378 -3.653342
H 0.458209 -1.522845 -2.858179
H 2.303049 -4.033236 -2.217437
H 0.71381 -3.706822 -1.446871
H 2.181169 -3.92949 -0.432879
H 3.977416 -2.221792 -0.609145
H 3.810281 -0.818543 -1.505367",-1484.676463411367,2.2235000000000005,1.4768000000000001,37.61738023237307,39.089606875696326
uncond_bi-min10k-7228,trans,cond_bi-isolated_ligands-O1_optimized-uncond_bi-min10k-7228,cis,Center,log P,False,Cc1ccc(C=N2->[Ir]<-N(C)(C)CC2)c(O)c1,Cc1ccc(C=N2->[Ir]<-n3ccccc3C2)c(F)c1Cl,0.240506329113924,0.267420353630087,3.3521162488707685,"61
cond_bi-isolated_ligands-O1_optimized-uncond_bi-min10k-7228-cis
Ir 0.656339 0.020175 0.994621
C -2.982963 8.227973 -0.377515
C -2.742282 6.788963 -0.029729
C -2.376034 6.387562 1.272
C -2.161584 5.044853 1.585969
C -2.283659 4.031056 0.609186
C -2.023131 2.643362 0.981862
N -1.88229 1.684944 0.133951
C -1.761019 0.353137 0.628988
C -2.927961 -0.514913 0.148722
C -3.787615 -0.056 -0.865555
C -4.852704 -0.881192 -1.250903
C -5.018842 -2.123179 -0.621866
C -4.1 -2.490276 0.372365
N -3.079129 -1.70491 0.750763
C -2.665028 4.425363 -0.695558
F -2.827487 3.519109 -1.660998
C -2.889707 5.776261 -1.007391
Cl -3.353837 6.169962 -2.63233
H -2.317086 8.553743 -1.203424
H -2.817097 8.886286 0.494972
H -4.019689 8.37857 -0.744096
H -2.265854 7.15693 2.050433
H -1.880857 4.757247 2.610864
H -1.955135 2.459959 2.084755
H -0.871617 -0.218546 0.045203
H -1.680144 0.258794 1.745654
H -3.61417 0.927929 -1.322193
H -5.548277 -0.554125 -2.038609
H -5.843645 -2.798103 -0.892572
H -4.191621 -3.460276 0.890888
C 3.187824 5.993708 -1.723887
C 3.240571 4.668801 -1.025484
C 4.455416 4.104212 -0.584435
C 4.497723 2.874937 0.06662
C 3.320904 2.118016 0.321234
C 3.484898 0.854391 1.001116
N 2.56339 -0.029175 1.326702
C 3.044678 -1.243115 2.0169
C 1.901948 -2.16858 2.290683
C 2.065631 -3.394623 2.939775
C 0.954958 -4.215181 3.167941
C -0.29703 -3.767599 2.724573
C -0.413033 -2.536818 2.078883
N 0.670323 -1.736952 1.862658
C 2.114942 2.695083 -0.130062
F 0.911967 2.048666 0.06736
C 2.054705 3.931925 -0.781422
Cl 0.523045 4.563887 -1.274815
H 2.741103 5.892069 -2.734922
H 4.196779 6.43317 -1.825012
H 2.541624 6.707637 -1.172021
H 5.390017 4.655853 -0.762488
H 5.463109 2.464515 0.398016
H 4.527519 0.601418 1.264985
H 3.539137 -0.953116 2.969222
H 3.807037 -1.751924 1.388201
H 3.072288 -3.69665 3.263838
H 1.066605 -5.182221 3.678816
H -1.206109 -4.367773 2.871457
H -1.395302 -2.18353 1.703645",-2523.291751967247,1.68112,3.8016200000000024,39.26468247652395,22.934903708419547
