Ligand ID,Isomer,Label ID,HOMO-LUMO gap (Eh),Metal center charge,XYZ,Final single point energy (Eh),log P,G parameter,HOMO-LUMO gap (eV),Sampling region
uncond_bi-min10k-1613,cis,1918,0.143557,0.0674199764979464,"49
uncond_bi-min10k-1613-cis
Ir 0.11037 -0.283476 -0.084573
N -1.381281 1.252628 0.084522
C -2.764381 0.779828 0.108455
C -3.852832 1.645522 0.294499
C -5.142711 1.100931 0.327681
C -5.293443 -0.290121 0.173179
N -4.255724 -1.115934 -0.017317
C -3.038453 -0.588482 -0.04582
S -1.63241 -1.693431 -0.360262
C -1.785909 -2.828465 1.044821
C -1.51055 -4.178199 0.780702
C -1.54705 -5.101775 1.836777
C -1.878695 -4.67726 3.131475
C -2.16317 -3.323172 3.379676
C -2.106703 -2.38743 2.338923
H -1.264539 1.885836 -0.725488
H -1.217891 1.829159 0.926729
H -3.695514 2.729092 0.419076
H -6.022325 1.744436 0.472681
H -6.294118 -0.753783 0.201252
H -1.27253 -4.505606 -0.24241
H -1.325821 -6.16103 1.639747
H -1.920215 -5.405807 3.954775
H -2.428349 -2.992143 4.395184
H -2.311125 -1.324019 2.531178
N 1.77266 1.074033 0.08328
C 3.096476 0.457543 0.007669
C 4.281029 1.196537 0.144395
C 5.50418 0.515491 0.096156
C 5.493597 -0.880255 -0.082977
N 4.362413 -1.584256 -0.228301
C 3.211369 -0.927654 -0.182843
S 1.677042 -1.872659 -0.444507
C 1.830152 -3.062542 0.913306
C 2.386288 -4.314659 0.610232
C 2.496775 -5.270985 1.631838
C 2.050022 -4.971281 2.928119
C 1.492262 -3.713116 3.213423
C 1.378049 -2.747808 2.204885
H 1.700866 1.792179 -0.65693
H 1.701836 1.580495 0.982109
H 4.249763 2.287726 0.2953
H 6.455231 1.057353 0.199329
H 6.437411 -1.450528 -0.115015
H 2.731643 -4.533985 -0.410599
H 2.933164 -6.256523 1.410032
H 2.134838 -5.726068 3.724342
H 1.136932 -3.483365 4.228833
H 0.925955 -1.761826 2.392543",-1968.939820920885,2.8150000000000013,36.781792137513925,3.9063849753152984,Low metal center charge
uncond_bi-min10k-52,cis,80,0.1478789999999999,0.0823962463427958,"29
uncond_bi-min10k-52-cis
Ir 0.011963 0.000696 -0.005587
N -1.526741 1.358202 -0.096856
C -2.840899 0.705462 -0.085148
C -4.055835 1.392781 -0.181032
C -5.240811 0.63825 -0.124623
N -5.262963 -0.696083 0.020119
C -4.103519 -1.354541 0.100324
C -2.871847 -0.68511 0.048605
O -1.639349 -1.344483 0.078824
H -1.488338 2.020282 0.700532
H -1.460651 1.938056 -0.953422
H -4.088572 2.487882 -0.290345
H -6.219006 1.142522 -0.200626
H -4.14076 -2.454457 0.208052
H -1.618727 -2.000337 0.807973
N 1.631923 1.261024 -0.078853
C 2.903134 0.531954 -0.002166
C 4.158487 1.149515 0.014521
C 5.294359 0.322081 0.05792
N 5.233542 -1.018675 0.079259
C 4.035319 -1.609191 0.07499
C 2.847609 -0.863703 0.037195
O 1.576511 -1.444295 0.083003
H 1.605178 1.948286 0.696495
H 1.631445 1.817191 -0.954298
H 4.259471 2.245586 -0.012425
H 6.302029 0.770653 0.076152
H 4.004052 -2.714134 0.104434
H 1.511637 -2.180601 -0.561899",-861.325983765603,0.3694,31.09979309247175,4.023992586670456,Low metal center charge
uncond_bi-min10k-2346,trans,2570,0.1441079999999999,0.0670232742588457,"53
uncond_bi-min10k-2346-trans
Ir -7e-06 1e-06 1.033728
N -1.947547 0.79717 1.076433
C -3.020226 -0.144026 1.395872
C -4.339351 0.267505 1.62967
C -5.300188 -0.708561 1.927225
C -4.90224 -2.055773 1.98259
N -3.63741 -2.448188 1.768111
C -2.737396 -1.516104 1.478643
S -1.026442 -2.046136 1.18677
C -1.229479 -2.793106 -0.564069
C -2.35033 -3.771066 -0.636581
C -2.260048 -5.066612 -0.092026
C -3.382196 -5.898512 -0.139539
C -4.564667 -5.400095 -0.715518
N -4.667638 -4.170695 -1.244739
C -3.584306 -3.389076 -1.20584
H -1.971582 1.566256 1.766866
H -2.151626 1.237856 0.161479
H -4.614612 1.333415 1.581557
H -6.345652 -0.428123 2.11995
H -5.631514 -2.85024 2.212775
H -0.234805 -3.252225 -0.731035
H -1.357808 -1.937783 -1.252436
H -1.322994 -5.413684 0.371643
H -3.350714 -6.918764 0.270336
H -5.472395 -6.028251 -0.75155
H -3.686732 -2.381544 -1.653804
N 1.947526 -0.797186 1.076434
C 3.020214 0.144007 1.395864
C 4.339335 -0.267533 1.629667
C 5.300186 0.708529 1.927189
C 4.902254 2.055749 1.982509
N 3.637425 2.448168 1.76804
C 2.737394 1.516087 1.478615
S 1.026439 2.046133 1.186767
C 1.22947 2.793145 -0.564054
C 2.350333 3.77109 -0.636563
C 2.26007 5.066632 -0.091995
C 3.382226 5.898522 -0.139516
C 4.564685 5.400097 -0.715512
N 4.667638 4.170699 -1.244743
C 3.5843 3.38909 -1.205835
H 1.971558 -1.566265 1.766874
H 2.151603 -1.237883 0.161485
H 4.614584 -1.333447 1.581577
H 6.345647 0.428084 2.119921
H 5.631539 2.850217 2.21266
H 0.234801 3.252292 -0.730976
H 1.357765 1.937846 -1.252457
H 1.323024 5.41371 0.371685
H 3.350758 6.918772 0.270365
H 5.472419 6.028243 -0.751548
H 3.68671 2.381561 -1.653809",-2079.555039976983,2.3511000000000006,35.79500238739456,3.9213784491368355,Low metal center charge
uncond_bi-min10k-3489,cis,3518,0.133541,0.0121768554101659,"57
uncond_bi-min10k-3489-cis
Ir -0.464361 0.108744 0.335632
O -3.774808 1.095653 2.659904
C -2.715242 1.530201 2.290125
S -2.153654 1.636878 0.520333
C -3.512828 0.678394 -0.389674
S -5.091491 1.605634 -0.497205
C -3.721283 -0.692359 0.25933
S -2.096257 -1.541942 0.650844
C -2.972999 0.440011 -1.842631
O -3.240982 -0.581894 -2.433668
N -2.160342 1.454328 -2.396526
C -2.343084 2.842932 -2.223174
N -1.453665 3.564031 -2.840668
C -0.601543 2.659802 -3.459116
C 0.549957 2.947153 -4.2072
C 1.286938 1.869017 -4.707263
C 0.897788 0.538145 -4.443784
C -0.243414 0.238092 -3.679147
Br -0.593723 -1.606158 -3.352847
C -1.025046 1.312866 -3.213152
H -1.909842 1.944316 2.951894
H -5.319862 1.577116 0.849041
H -4.238346 -1.345211 -0.468683
H -4.301068 -0.613346 1.193368
H -2.299307 -1.602903 2.009678
H -3.210797 3.221702 -1.663895
H 0.839521 3.992129 -4.382994
H 2.178702 2.047665 -5.326615
H 1.488495 -0.294505 -4.852222
O 2.398991 3.308938 1.15981
C 1.342834 3.000888 0.688656
S 1.064762 1.591925 -0.479085
C 2.790911 0.740369 -0.562226
S 3.780002 1.744681 -1.719156
C 2.439558 -0.652891 -1.083484
S 1.212116 -1.518162 0.03263
C 3.386775 0.649789 0.874557
O 2.674102 0.201485 1.758839
N 4.649112 1.186041 1.187604
C 4.735102 2.068282 2.301609
N 5.827943 2.76054 2.328485
C 6.584794 2.326254 1.245245
C 7.884514 2.713747 0.890221
C 8.499813 2.04097 -0.170486
C 7.863835 0.960351 -0.814504
C 6.568979 0.560913 -0.452048
Br 5.914842 -1.074469 -1.170532
C 5.883679 1.310851 0.520002
H 0.369125 3.541122 0.836101
H 2.863611 1.651439 -2.733206
H 1.984934 -0.591242 -2.090741
H 3.35325 -1.276262 -1.11459
H 0.660357 -2.230179 -1.010087
H 3.882572 2.146771 2.986553
H 8.395294 3.500102 1.462331
H 9.51884 2.315071 -0.480262
H 8.398135 0.389394 -1.586684",-9008.43574638389,2.9183000000000003,52.95241126850231,3.6338357306754827,Low metal center charge
uncond_bi-min10k-1088,cis,1378,0.146317,-0.0123017714556692,"47
uncond_bi-min10k-1088-cis
Ir -0.122095 -0.147975 -0.073101
C -1.106661 5.013489 -0.751959
N -0.327771 4.1979 -1.671282
C -0.580192 2.931693 -2.090921
O 0.195697 2.292559 -2.807174
C -1.904465 2.304987 -1.644687
S -1.763576 1.462788 -0.014549
C -3.465965 0.391294 -0.138896
S -3.945228 -0.146893 -1.779239
C -4.392642 1.466182 0.434726
O -5.121811 2.151925 -0.250156
C -3.212713 -0.767841 0.796605
S -1.775229 -1.753119 0.119404
H -2.172076 5.06501 -1.05523
H -1.034001 4.636312 0.288631
H -0.713746 6.046411 -0.777245
H 0.574894 4.556639 -1.993494
H -2.725539 3.042274 -1.539134
H -2.173484 1.529457 -2.388561
H -4.759127 0.950065 -1.941751
H -4.294145 1.615233 1.5458
H -2.942545 -0.412097 1.811539
H -4.088984 -1.444258 0.840679
H -1.505803 -2.394817 1.306717
C 1.20618 4.413052 3.9537
N 1.870746 3.360237 3.204817
C 1.369883 2.838365 2.056999
O 0.32091 3.210778 1.520179
C 2.19107 1.697464 1.450475
S 1.525016 1.46943 -0.259629
C 2.908008 0.472246 -1.024291
S 4.397017 1.567351 -1.060275
C 2.513533 0.27108 -2.506227
O 2.614438 -0.818284 -3.03665
C 3.141713 -0.837615 -0.301831
S 1.55248 -1.78393 -0.130917
H 1.826625 5.331812 3.993808
H 0.986396 4.087294 4.990825
H 0.255647 4.644704 3.439845
H 2.758596 2.999887 3.558532
H 3.274147 1.932307 1.376601
H 2.048783 0.768259 2.03712
H 5.240296 0.609566 -1.545346
H 2.17508 1.199937 -3.032378
H 3.552838 -0.696298 0.714719
H 3.819517 -1.491979 -0.88504
H 1.531384 -2.121633 -1.466689",-3372.957611635844,0.2203999999999999,42.63090880152793,3.9814884013542255,Low metal center charge
uncond_bi-min10k-2367,cis,2585,0.137481,-0.159191829701826,"53
uncond_bi-min10k-2367-cis
Ir 0.053482 0.695426 -0.020585
N -3.970675 -1.732281 0.77443
C -3.090418 -0.659662 0.657473
C -3.814624 0.675854 0.498633
C -3.058863 1.959521 0.826318
O -3.969859 2.990714 0.875173
Se -1.605506 2.380996 -0.65362
Se -1.699599 -0.68501 -1.035135
C -1.296922 -2.557351 -1.31576
C -2.340071 -3.496476 -1.406065
C -2.035947 -4.845333 -1.653278
C -0.707011 -5.246493 -1.854922
C 0.321749 -4.291167 -1.829077
C 0.030309 -2.94874 -1.557128
H -3.557413 -2.64746 0.964285
H -4.733595 -1.783564 0.09309
H -2.351522 -0.648895 1.480072
H -4.287269 0.762473 -0.504047
H -4.652825 0.661882 1.230199
H -2.425121 1.849809 1.7322
H -3.589039 3.748442 1.357516
H -1.156446 3.592386 0.110032
H -3.388671 -3.184077 -1.311961
H -2.850772 -5.582634 -1.713356
H -0.474968 -6.302276 -2.058336
H 1.361674 -4.598338 -2.016864
H 0.82564 -2.192284 -1.524378
N 3.995542 -1.856324 -0.821462
C 3.15359 -0.754443 -0.698636
C 3.922431 0.554885 -0.532713
C 3.210401 1.864535 -0.855799
O 4.154741 2.865862 -0.893696
Se 1.764368 2.325246 0.619322
Se 1.760966 -0.741135 0.99374
C 1.301666 -2.601181 1.267769
C 2.315878 -3.571679 1.356852
C 1.970656 -4.91168 1.598258
C 0.629835 -5.273366 1.795782
C -0.369591 -4.287375 1.771416
C -0.037257 -2.953373 1.504745
H 3.550471 -2.755584 -1.015405
H 4.757522 -1.937732 -0.142008
H 2.414537 -0.713932 -1.520196
H 4.395848 0.621452 0.471126
H 4.76083 0.516038 -1.263135
H 2.578577 1.781005 -1.765777
H 3.801813 3.637729 -1.374818
H 1.356807 3.553088 -0.141413
H 3.373763 -3.291065 1.266218
H 2.762741 -5.673465 1.657033
H 0.365702 -6.322469 1.994575
H -1.418784 -4.563493 1.955793
H -0.809538 -2.1734 1.472446",-10670.099943158946,-1.0897999999999997,41.047270412223455,3.7410485924846753,Low metal center charge
uncond_bi-min10k-3349,cis,3411,0.138439,0.0234516527625328,"57
uncond_bi-min10k-3349-cis
Ir 0.189667 -0.218574 -0.003993
N 1.933301 -1.777417 -5.270924
C 0.956851 -1.387226 -4.758572
C -0.234017 -0.867824 -4.068806
C 0.046704 0.562704 -3.591828
O -1.094377 1.047379 -2.914674
C -0.89098 2.310793 -2.317744
C -1.821836 2.490477 -1.137203
S -1.427535 1.407428 0.355535
C -2.963855 0.499279 0.458513
C -2.993892 -0.838405 0.396449
S -1.493322 -1.792796 0.221295
C -1.930505 -2.693167 -1.336601
C -1.881511 -1.843383 -2.6073
C -2.694147 -2.469637 -3.67345
N -3.322948 -2.943064 -4.540561
O -0.514786 -1.758226 -2.986873
H -1.083567 -0.862102 -4.792943
H 0.92126 0.539191 -2.900296
H 0.306716 1.191663 -4.476762
H 0.169641 2.428316 -1.993774
H -1.101309 3.133025 -3.045843
H -2.867516 2.265737 -1.42268
H -1.772019 3.531224 -0.761686
H -3.862248 1.102581 0.664976
H -3.918439 -1.418916 0.546597
H -1.205238 -3.526561 -1.424232
H -2.936539 -3.125501 -1.168021
H -2.298576 -0.829376 -2.409126
N -2.13209 -0.448687 3.546095
C -1.035433 -0.83098 3.685189
C 0.355448 -1.286722 3.852286
C 1.295569 -0.092488 4.078538
O 1.233499 0.725864 2.938003
C 2.334984 1.570236 2.717505
C 2.105779 2.339944 1.431008
S 1.890285 1.332694 -0.115699
C 3.399073 0.377946 -0.122532
C 3.358457 -0.960909 -0.245078
S 1.79745 -1.82588 -0.387073
C 2.013082 -3.018445 1.016679
C 1.983518 -2.372426 2.405429
C 2.538583 -3.283708 3.429888
N 2.950465 -3.976127 4.28008
O 0.636806 -2.05104 2.677493
H 0.408963 -1.934589 4.761352
H 2.329266 -0.468438 4.268346
H 0.974797 0.44106 5.004737
H 2.458421 2.317424 3.540277
H 3.288437 0.986607 2.664169
H 2.940739 3.040486 1.228036
H 1.163746 2.9226 1.480844
H 4.342714 0.947713 -0.13909
H 4.26657 -1.573115 -0.373209
H 1.182577 -3.745527 0.920579
H 2.967288 -3.55129 0.83411
H 2.630577 -1.462718 2.37706",-2991.855160334138,1.7551599999999998,51.88604169982493,3.767117100508332,Low metal center charge
uncond_bi-min10k-4370,trans,4290,0.1832719999999999,0.1869584648450792,"59
uncond_bi-min10k-4370-trans
Ir 0.030444 0.012567 1.502303
C -7.15897 3.395487 2.941127
C -5.90957 3.003945 2.210504
S -5.551024 3.706035 0.65933
C -4.101118 2.795755 0.487578
C -3.880295 1.981655 1.590288
C -2.733032 1.024567 1.774889
N -1.361731 1.537266 1.415741
O -1.320614 2.12887 0.08702
C -2.921134 -0.374685 1.154392
C -3.126329 -0.423922 -0.354302
N -1.702278 -1.1714 1.552332
C -4.924779 2.096721 2.584561
C -4.950097 1.320481 3.872579
H -7.942474 2.611718 2.865078
H -6.959103 3.562123 4.018917
H -7.590547 4.331454 2.537579
H -3.464748 2.921354 -0.393432
H -2.618708 0.855058 2.869051
H -1.189126 2.351147 2.028591
H -0.754849 1.449497 -0.360622
H -3.814682 -0.818382 1.644358
H -3.957822 0.245663 -0.644412
H -3.388935 -1.451124 -0.678956
H -2.217963 -0.104428 -0.899401
H -1.640797 -2.012788 0.957224
H -1.82712 -1.523046 2.516317
H -5.075345 0.228771 3.703389
H -5.787092 1.637647 4.5219
H -4.017346 1.455438 4.461786
C 7.197029 -3.458269 2.80613
C 5.9641 -3.014355 2.077101
S 5.580163 -3.690074 0.520355
C 4.136078 -2.765341 0.380743
C 3.936589 -1.965522 1.498026
C 2.798517 -1.00334 1.711307
N 1.418296 -1.51252 1.381018
O 1.347279 -2.100641 0.052032
C 2.975061 0.397466 1.091399
C 3.150007 0.451967 -0.420857
N 1.765123 1.194593 1.51609
C 4.991599 -2.105257 2.477221
C 5.032131 -1.360846 3.7839
H 7.762009 -2.592509 3.207409
H 6.950739 -4.121439 3.662451
H 7.882537 -4.019804 2.14303
H 3.490713 -2.869179 -0.496544
H 2.708628 -0.837526 2.808276
H 1.258126 -2.327668 1.995575
H 0.771126 -1.42017 -0.380563
H 3.878813 0.838945 1.564529
H 3.982234 -0.20854 -0.729087
H 3.396986 1.482465 -0.747499
H 2.234334 0.125456 -0.949161
H 1.69205 2.036546 0.923145
H 1.910568 1.545406 2.477494
H 5.031815 -0.258459 3.642233
H 5.940354 -1.607404 4.364481
H 4.163303 -1.607422 4.432278",-1974.120231473418,1.7320399999999998,37.15581728473659,4.987085180074709,High HOMO-LUMO gap (eV)
uncond_bi-min10k-6240,trans,5709,0.161661,0.1635555458183602,"63
uncond_bi-min10k-6240-trans
Ir 0.00038 -6.1e-05 0.001926
C -1.302571 5.307793 -0.66713
C -2.037252 3.996047 -0.381937
C -1.039747 2.846937 -0.182533
N -1.562861 1.460582 -0.042283
C -2.33421 1.025502 -1.256523
C -2.655118 -0.469938 -1.080897
N -1.867826 -0.93117 0.097279
C -2.424576 -0.353816 1.346085
C -2.429789 1.196607 1.197204
N -3.798476 1.640452 0.966462
C -1.883416 1.896645 2.458453
O -0.52859 1.620286 2.741708
H -0.695067 5.23593 -1.592816
H -0.615618 5.5776 0.161919
H -2.011497 6.148007 -0.798905
H -2.671579 4.127824 0.521177
H -2.728209 3.76365 -1.218582
H -0.399644 3.033952 0.703121
H -0.361072 2.803298 -1.060139
H -3.266554 1.614729 -1.360619
H -1.666293 1.190348 -2.120359
H -3.743008 -0.634703 -0.910272
H -2.329091 -1.053091 -1.96108
H -1.871072 -1.957664 0.155864
H -3.463699 -0.721189 1.525252
H -1.761993 -0.661377 2.175321
H -4.464121 1.135535 1.55892
H -3.921591 2.645023 1.135322
H -2.554726 1.558724 3.284603
H -2.066534 2.992652 2.338609
H -0.350476 1.955095 3.640881
C 1.300929 -5.308514 -0.667016
C 2.036505 -3.99671 -0.384405
C 1.039685 -2.8473 -0.18341
N 1.56336 -1.460872 -0.045886
C 2.331008 -1.026857 -1.262844
C 2.652626 0.468692 -1.089431
N 1.868947 0.931001 0.090721
C 2.429294 0.354608 1.338358
C 2.434069 -1.195929 1.190713
N 3.802025 -1.639996 0.956086
C 1.891609 -1.894972 2.454205
O 0.537645 -1.61847 2.741404
H 0.691394 -5.237199 -1.591408
H 0.615747 -5.577584 0.16374
H 2.009387 -6.148975 -0.79974
H 2.672816 -4.12798 0.517388
H 2.725598 -3.765024 -1.222785
H 0.402062 -3.033399 0.704223
H 0.358578 -2.804367 -1.059163
H 3.262968 -1.616258 -1.369407
H 1.660394 -1.19232 -2.124472
H 3.741045 0.633477 -0.92224
H 2.323967 1.05114 -1.9691
H 1.872512 1.957545 0.148435
H 3.468925 0.722109 1.514341
H 1.769026 0.662804 2.169207
H 4.469562 -1.134543 1.545951
H 3.925672 -2.644415 1.125469
H 2.565469 -1.556351 3.277988
H 2.074427 -2.991059 2.334639
H 0.362332 -1.952495 3.641421",-1214.886469702347,-1.051099999999998,42.55132898296993,4.399019911912665,High HOMO-LUMO gap (eV)
uncond_bi-min10k-6244,cis,5712,0.1719029999999999,0.1359151522299064,"63
uncond_bi-min10k-6244-cis
Ir -0.054701 -0.294636 -0.168479
C -2.161814 4.011045 0.260656
C -2.045429 3.351822 -0.911861
C -1.986837 4.058835 -2.241549
C -1.956429 1.845112 -1.025386
N -1.604281 1.095299 0.220688
C -2.749019 0.360551 0.895612
C -2.941907 -0.925548 0.096111
N -1.638683 -1.655209 0.067282
C -2.360508 0.080214 2.383135
C -3.29392 0.971125 3.230549
N -3.739481 1.968147 2.263862
C -4.023352 1.223114 1.046987
H -2.20944 5.111466 0.272859
H -2.284651 3.492097 1.227459
H -2.088276 5.1543 -2.127934
H -1.031893 3.850363 -2.772183
H -2.797057 3.709884 -2.917981
H -2.906276 1.443574 -1.44135
H -1.192956 1.578424 -1.787869
H -1.250403 1.786384 0.906321
H -3.225032 -0.697639 -0.950963
H -3.746824 -1.546705 0.541161
H -1.673271 -2.372196 -0.672895
H -1.523446 -2.171848 0.954986
H -1.29147 0.317799 2.533879
H -2.487637 -0.989725 2.64308
H -2.774428 1.44434 4.087839
H -4.133018 0.356383 3.643724
H -4.523845 2.544373 2.586083
H -4.907591 0.537642 1.132347
H -4.210691 1.902968 0.192673
C 0.864798 1.656725 2.396486
C 1.145769 2.653424 1.530769
C 1.176595 4.101444 1.946219
C 1.481248 2.478414 0.065389
N 1.48324 1.109873 -0.548813
C 2.851504 0.447772 -0.652501
C 2.591504 -0.908337 -1.311016
N 1.508282 -1.624194 -0.58339
C 3.575779 0.341332 0.720943
C 4.909372 1.089285 0.524334
N 4.574455 2.055976 -0.518664
C 3.837057 1.290808 -1.510663
H 0.823812 0.603585 2.052322
H 0.648143 1.878979 3.4537
H 0.920694 4.224951 3.015048
H 0.457812 4.699134 1.344579
H 2.180474 4.546369 1.775706
H 2.481816 2.940305 -0.107794
H 0.747125 3.083745 -0.510556
H 1.230531 1.280139 -1.536824
H 3.530242 -1.501717 -1.338176
H 2.248854 -0.764459 -2.356556
H 1.882199 -1.993753 0.307535
H 1.22875 -2.450118 -1.133882
H 2.972695 0.819085 1.511513
H 3.735212 -0.712018 1.027341
H 5.709786 0.370429 0.21192
H 5.257166 1.595629 1.446768
H 5.390622 2.544048 -0.903332
H 4.47944 0.591301 -2.108092
H 3.309151 1.946106 -2.236843",-1140.680877452214,-0.157099999999999,37.64921215979628,4.677718929844072,High HOMO-LUMO gap (eV)
uncond_bi-min10k-1346,cis,1664,0.167063,0.1448698684315152,"47
uncond_bi-min10k-1346-cis
Ir 1.1e-05 -0.018127 -0.005081
F -3.275097 2.36274 1.191959
C -2.428555 1.277787 1.174207
F -1.653277 1.385368 2.277338
N -1.562356 1.395839 -0.02358
C -2.370612 1.281346 -1.292868
C -3.212 -0.002897 -1.300817
C -2.383022 -1.29542 -1.291726
N -1.562728 -1.407697 -0.04161
C -2.406488 -1.283511 1.192783
C -3.260089 -0.009449 1.166014
C -4.15256 0.000768 -0.085256
H -1.186515 2.359674 0.018308
H -1.642736 1.295258 -2.125043
H -3.044354 2.160943 -1.3794
H -3.80252 0.003871 -2.240037
H -1.678861 -1.330923 -2.144532
H -3.07693 -2.164727 -1.361343
H -1.17286 -2.363511 -0.031141
H -3.093805 -2.156961 1.269873
H -1.720892 -1.287019 2.060685
H -3.866278 0.020617 2.093916
H -4.80924 0.892353 -0.08758
H -4.810714 -0.891562 -0.088413
F 3.234032 2.35751 1.308512
C 2.386266 1.274444 1.260933
F 1.571352 1.38494 2.33484
N 1.564545 1.392961 0.032278
C 2.418445 1.276055 -1.206544
C 3.257245 -0.009667 -1.182983
C 2.426296 -1.300753 -1.203209
N 1.560292 -1.410569 0.015938
C 2.358031 -1.286937 1.280616
C 3.214721 -0.014632 1.28406
C 4.152542 -0.006987 0.066283
H 1.189066 2.357462 0.059461
H 1.721503 1.291475 -2.06482
H 3.096611 2.154312 -1.268512
H 3.881801 -0.004638 -2.099922
H 1.753887 -1.336552 -2.081282
H 3.121198 -2.170981 -1.245876
H 1.168536 -2.365663 0.012371
H 3.039997 -2.161821 1.384237
H 1.640827 -1.287307 2.12254
H 3.786629 0.014916 2.233503
H 4.810482 0.883418 0.087014
H 4.808691 -0.900552 0.087103",-1269.808625215108,0.4080999999999997,40.633455355721786,4.546015820413492,High HOMO-LUMO gap (eV)
uncond_bi-min10k-3170,cis,3280,0.16386,0.094673485684127,"55
uncond_bi-min10k-3170-cis
Ir 0.270768 -0.323615 0.56619
C -2.522359 -0.425935 2.794836
C -3.519052 0.257515 1.849168
C -4.076988 1.525462 2.517636
C -3.014133 0.585348 0.396427
P -1.317612 1.390081 0.428389
N -4.111088 1.291114 -0.288938
C -4.726272 0.368974 -0.960208
N -4.152348 -0.90561 -0.975175
C -4.435216 -1.875734 -2.016107
C -2.78746 -0.614791 -0.575809
P -1.455721 -1.778394 -0.047048
H -2.988047 -0.523806 3.79596
H -1.586605 0.158339 2.929135
H -2.227239 -1.444899 2.484655
H -4.369979 -0.440101 1.683146
H -3.2654 2.235884 2.781844
H -4.590317 1.256855 3.461845
H -4.79145 2.050876 1.859411
H -1.378061 2.42353 1.413635
H -1.346274 2.193809 -0.754182
H -5.670521 0.541812 -1.50585
H -3.858361 -1.68036 -2.951026
H -4.200508 -2.900113 -1.664407
H -5.514315 -1.846419 -2.259535
H -2.255977 -0.175317 -1.470994
H -1.297986 -2.62317 -1.193075
H -2.038708 -2.735399 0.844359
C 3.544714 2.412687 -1.373597
C 3.751463 0.902335 -1.200408
C 5.115606 0.493725 -1.777338
C 3.642438 0.439331 0.279639
P 2.021035 1.04799 1.096323
N 4.70983 0.943887 1.128929
C 5.135546 -0.067141 1.814694
N 4.538893 -1.293273 1.576594
C 5.136288 -2.570392 1.911157
C 3.664847 -1.130604 0.430945
P 1.929042 -1.901133 0.594319
H 3.791496 2.714632 -2.409875
H 2.497241 2.726015 -1.193437
H 4.207204 2.97774 -0.687365
H 2.944713 0.367803 -1.753876
H 5.931382 1.009278 -1.232142
H 5.307321 -0.596837 -1.71924
H 5.178236 0.777408 -2.84594
H 2.405148 1.021917 2.476658
H 2.03687 2.460928 0.906334
H 5.920726 0.002457 2.586813
H 5.833981 -2.437384 2.759363
H 4.366031 -3.304325 2.223442
H 5.702412 -3.000844 1.053238
H 4.108082 -1.609903 -0.47362
H 1.964486 -2.931889 -0.400945
H 2.091144 -2.736547 1.750974",-2240.36845384961,1.3886999999999996,39.67849753302563,4.458857750267593,High HOMO-LUMO gap (eV)
uncond_bi-min10k-1294,trans,1605,0.164306,0.2013929027157423,"47
uncond_bi-min10k-1294-trans
Ir 0.004778 0.006156 -1.461854
C -3.156442 5.994131 1.233574
C -2.93365 4.657113 0.582244
C -1.962746 4.502293 -0.433416
C -1.720067 3.257289 -1.024847
C -2.47953 2.157503 -0.59322
S -2.211961 0.534953 -1.307322
O -2.855526 -0.522558 -0.41798
C -3.026372 0.637264 -2.886274
C -3.169376 -0.473895 -3.652296
S -2.769869 -2.123953 -3.237302
C -3.447983 2.26408 0.413665
C -3.66633 3.520613 0.990826
H -4.180411 6.085293 1.643552
H -2.983222 6.828626 0.526814
H -2.450819 6.133467 2.080909
H -1.381521 5.376561 -0.764513
H -0.955219 3.150431 -1.809819
H -3.348579 1.64141 -3.198801
H -3.583742 -0.364564 -4.669433
H -2.781066 -1.912946 -1.874974
H -0.350628 -1.005425 -2.587033
H -4.00926 1.373333 0.732823
H -4.427751 3.622577 1.779333
C 3.108558 -6.008118 1.231738
C 2.897379 -4.667408 0.584141
C 1.937463 -4.500834 -0.439482
C 1.707714 -3.250549 -1.025887
C 2.469167 -2.158114 -0.580322
S 2.218328 -0.529531 -1.287018
O 2.858802 0.518317 -0.384484
C 3.047803 -0.627294 -2.85827
C 3.204524 0.487432 -3.616417
S 2.810418 2.137086 -3.195224
C 3.427532 -2.276553 0.435302
C 3.633056 -3.537419 1.006681
H 4.156517 -6.141464 1.563073
H 2.844621 -6.840329 0.551441
H 2.467659 -6.106132 2.134454
H 1.354507 -5.369706 -0.781391
H 0.951367 -3.134976 -1.817851
H 3.367052 -1.631463 -3.173764
H 3.627782 0.381845 -4.630284
H 2.807713 1.917914 -1.834167
H 0.37797 1.03692 -2.564164
H 3.990728 -1.390777 0.764776
H 4.386467 -3.648601 1.801669",-2545.315353095318,1.58532,38.06302721629795,4.470994028533304,High HOMO-LUMO gap (eV)
