Ligand ID,Isomer,Label ID,HOMO-LUMO gap (Eh),Metal center charge,XYZ,Final single point energy (Eh),log P,G parameter,Sampling region
uncond_bi-min10k-1065,trans,1353,0.080813,0.4056508588971977,"47
uncond_bi-min10k-1065-trans
Ir 0.003054 -0.002041 0.329003
C -5.44091 2.112422 -2.188397
C -5.617492 0.909827 -1.263125
C -5.206663 1.166952 0.191623
N -3.789889 1.528538 0.32642
C -3.253973 2.782066 0.480813
C -1.866099 2.641602 0.499748
N -1.556366 1.316165 0.344839
C -2.739956 0.65857 0.248202
N -2.805451 -0.689557 0.104524
N -1.609423 -1.192364 0.137161
C -1.572177 -2.637824 -0.0385
H -4.378544 2.423007 -2.268609
H -5.787949 1.8752 -3.212827
H -6.024526 2.988374 -1.835972
H -6.682018 0.59467 -1.238797
H -5.047886 0.033778 -1.639668
H -5.78949 1.999183 0.633794
H -5.37591 0.265738 0.812357
H -3.882916 3.67352 0.568247
H -1.108802 3.421969 0.612813
H -1.199964 -3.103278 0.898006
H -0.870261 -2.883949 -0.8589
H -2.583793 -3.02014 -0.269612
C 5.355902 -2.097836 -2.366267
C 5.569604 -0.904654 -1.436675
C 5.205752 -1.172717 0.02854
N 3.793541 -1.533519 0.206382
C 3.262004 -2.787056 0.374744
C 1.875391 -2.646112 0.436525
N 1.5617 -1.320294 0.293736
C 2.742087 -0.662919 0.162072
N 2.803581 0.685628 0.020303
N 1.609304 1.188598 0.09074
C 1.566728 2.634627 -0.078459
H 4.289637 -2.40168 -2.414196
H 5.670323 -1.853076 -3.399419
H 5.945638 -2.980298 -2.041356
H 6.636 -0.595058 -1.444834
H 4.992472 -0.022439 -1.786375
H 5.80106 -2.009295 0.445092
H 5.396782 -0.276664 0.650487
H 3.892958 -3.678932 0.44069
H 1.121684 -3.426467 0.571454
H 1.217055 3.095703 0.868789
H 0.844068 2.883209 -0.880038
H 2.571801 3.01882 -0.333694",-1089.408730252651,2.0066,33.86121279643483,Low G parameter
uncond_bi-min10k-549,cis,728,0.0983919999999999,0.4086509014471648,"41
uncond_bi-min10k-549-cis
Ir -0.000757 -0.010175 -0.011267
C -5.203961 1.954906 -0.063631
C -3.709318 1.933351 -0.047832
C -2.853151 3.016392 -0.036866
O -1.553638 2.631148 -0.02308
N -1.533557 1.263565 -0.024926
C -2.81143 0.821472 -0.039469
C -2.865192 -0.632174 -0.04244
N -1.623465 -1.167282 -0.030016
O -1.744685 -2.530032 -0.033729
C -3.069159 -2.817891 -0.04856
C -3.842978 -1.674629 -0.05469
C -5.334953 -1.584426 -0.071093
H -5.606716 1.438297 -0.957219
H -5.58045 2.994377 -0.0775
H -5.625345 1.455988 0.831641
H -3.021059 4.099228 -0.037151
H -3.316353 -3.88544 -0.052401
H -5.69845 -1.050689 -0.971633
H -5.788569 -2.592787 -0.072738
H -5.717884 -1.044438 0.817491
C 5.333541 1.564346 0.042431
C 3.841517 1.654297 0.028726
C 3.067639 2.797501 0.021346
O 1.743164 2.509601 0.008562
N 1.622012 1.146844 0.007148
C 2.863742 0.611754 0.019186
C 2.809932 -0.841898 0.01666
N 1.532004 -1.283872 0.002425
O 1.551916 -2.651455 -0.000806
C 2.85137 -3.036834 0.01152
C 3.707702 -1.953954 0.02304
C 5.202328 -1.975721 0.038374
H 5.714853 1.02809 -0.849148
H 5.698995 1.027177 0.940077
H 5.786878 2.572834 0.04733
H 3.314775 3.865069 0.024466
H 3.019089 -4.119702 0.011055
H 5.578746 -3.015273 0.04794
H 5.605445 -1.463185 0.934197
H 5.623536 -1.472937 -0.854781",-1242.479283653268,1.94644,33.88508674200223,Low G parameter
uncond_bi-min10k-3233,cis,3331,0.100305,0.3535501848592721,"55
uncond_bi-min10k-3233-cis
Ir 0.05978 -0.050587 -0.004872
O -6.100048 -7.411795 -1.069439
C -5.455386 -6.25481 -0.828203
C -4.041429 -6.279159 -0.874869
C -3.318858 -5.114789 -0.633691
C -3.977856 -3.895271 -0.342859
C -3.260842 -2.658976 -0.091987
N -3.807798 -1.478548 0.242404
C -2.761568 -0.639858 0.344009
C -2.684244 0.773449 0.642798
C -3.748288 1.574152 1.079557
N -3.58845 2.857721 1.424871
C -2.332247 3.328238 1.365444
C -1.244955 2.562412 0.92403
N -1.404552 1.27928 0.509459
N -1.561457 -1.227077 0.113818
N -1.89112 -2.515212 -0.162012
C -5.392021 -3.881269 -0.296151
C -6.122244 -5.043184 -0.53479
H -7.06519 -7.273613 -1.009425
H -3.539294 -7.230148 -1.100767
H -2.219106 -5.170567 -0.667578
H -4.756374 1.131839 1.149275
H -2.163853 4.371448 1.68237
H -0.228043 2.974541 0.916985
H -1.195839 -3.15896 -0.540468
H -5.904684 -2.935645 -0.06996
H -7.223079 -5.019007 -0.496474
O 6.009848 -7.601426 1.148711
C 5.295014 -6.485848 0.910115
C 3.883302 -6.443312 0.983893
C 3.206284 -5.251915 0.723655
C 3.914696 -4.075675 0.387283
C 3.252853 -2.813051 0.115971
N 3.853316 -1.666219 -0.243065
C 2.848059 -0.780414 -0.354916
C 2.83739 0.630493 -0.675118
C 3.936193 1.37234 -1.129543
N 3.836565 2.657658 -1.490934
C 2.605613 3.190188 -1.428429
C 1.485405 2.484233 -0.969905
N 1.584946 1.199885 -0.5409
N 1.622581 -1.305122 -0.108367
N 1.891738 -2.602613 0.188957
C 5.329709 -4.130199 0.314358
C 6.011081 -5.314125 0.57029
H 5.412745 -8.340443 1.374343
H 3.31988 -7.353139 1.244857
H 2.106242 -5.257195 0.78201
H 4.921019 0.88049 -1.199876
H 2.486161 4.236464 -1.757293
H 0.490085 2.945968 -0.960441
H 1.168054 -3.204928 0.581985
H 5.879394 -3.215144 0.052277
H 7.107672 -5.365558 0.516839",-1726.407887207198,1.6342999999999994,34.13974216138787,Low G parameter
uncond_bi-min10k-5146,cis,4900,0.1046699999999999,0.3227412823053914,"61
uncond_bi-min10k-5146-cis
Ir -0.015218 0.074388 -0.072471
C -7.835225 -4.092509 0.2218
C -7.346646 -2.673331 0.411395
O -5.916144 -2.653484 0.15713
C -5.308953 -1.454503 0.282053
O -5.901695 -0.430832 0.588379
C -3.858504 -1.55821 0.00649
C -2.866027 -0.523335 0.038947
C -2.825363 0.933625 0.115418
C -3.934313 1.779516 0.253333
C -3.769757 3.16195 0.097261
C -2.501919 3.655399 -0.237231
C -1.429342 2.764439 -0.330596
N -1.549623 1.434305 -0.09897
N -1.649469 -1.063218 -0.234031
N -1.854169 -2.380528 -0.456784
C -3.165583 -2.735931 -0.33806
C -3.60822 -4.139239 -0.568719
H -7.652116 -4.447636 -0.811822
H -7.339343 -4.788144 0.927643
H -8.925975 -4.138603 0.408833
H -7.834568 -1.958546 -0.283514
H -7.523426 -2.294962 1.439669
H -4.91133 1.320014 0.458284
H -4.630505 3.837731 0.204063
H -2.330623 4.723602 -0.431315
H -0.429151 3.115778 -0.613526
H -1.111252 -2.936159 -0.883748
H -2.759905 -4.782487 -0.873121
H -4.065537 -4.561861 0.34721
H -4.389355 -4.180352 -1.351738
C 7.270885 -1.240273 -2.986544
C 7.107261 -0.925208 -1.510992
O 5.700984 -0.843711 -1.136608
C 5.088781 -2.014704 -0.852438
O 5.649105 -3.099673 -0.877885
C 3.650139 -1.869337 -0.53096
C 2.765666 -0.753462 -0.350222
C 2.859486 0.68856 -0.138011
C 4.040197 1.442756 -0.110422
C 4.006744 2.771761 0.329162
C 2.788405 3.300894 0.774977
C 1.638351 2.511898 0.697049
N 1.635642 1.252753 0.193484
N 1.503317 -1.217467 -0.143044
N 1.579098 -2.56673 -0.158536
C 2.847116 -3.016223 -0.372913
C 3.17537 -4.466867 -0.401373
H 6.743235 -0.4976 -3.617114
H 8.346333 -1.21535 -3.253692
H 6.886473 -2.251867 -3.219723
H 7.512955 0.072468 -1.253994
H 7.592719 -1.692262 -0.876075
H 4.971762 0.955439 -0.41878
H 4.927411 3.372274 0.35384
H 2.716268 4.31683 1.187926
H 0.673488 2.886188 1.061189
H 0.78815 -3.115254 0.182181
H 2.271691 -5.08811 -0.246381
H 3.925582 -4.71167 0.375472
H 3.645683 -4.741625 -1.365689",-1662.762229246814,1.95682,34.2989017985039,Low G parameter
uncond_bi-min10k-217,cis,317,0.071422,0.3648436077008417,"37
uncond_bi-min10k-217-cis
Ir 0.048193 0.021783 0.023521
N -1.460817 1.275278 0.115226
C -2.694041 0.81247 -0.007372
O -3.807022 1.551897 0.007613
C -2.752453 -0.664237 -0.121783
O -1.591741 -1.203612 -0.071396
C -3.94118 -1.492172 -0.242015
C -3.753284 -2.903355 -0.253981
C -4.847394 -3.757922 -0.369679
C -6.147545 -3.227129 -0.480384
C -6.346185 -1.835811 -0.474142
C -5.257902 -0.967495 -0.355023
H -1.380532 2.295577 0.241029
H -3.607304 2.504789 0.114045
H -2.73209 -3.299609 -0.16888
H -4.694699 -4.847154 -0.375395
H -7.010472 -3.903856 -0.573006
H -7.362288 -1.424631 -0.563589
H -5.42648 0.115131 -0.353142
N 1.670668 1.124023 0.121117
C 2.854231 0.544344 0.005337
O 4.033145 1.172993 0.023392
C 2.770185 -0.931139 -0.109359
O 1.562666 -1.356039 -0.064932
C 3.873203 -1.870338 -0.229462
C 3.545851 -3.255059 -0.279376
C 4.551045 -4.212386 -0.39689
C 5.899828 -3.812732 -0.469618
C 6.236198 -2.448908 -0.423988
C 5.237923 -1.478438 -0.304332
H 1.688527 2.147551 0.24491
H 3.926198 2.141106 0.126117
H 2.488745 -3.549313 -0.223792
H 4.290077 -5.280236 -0.433702
H 6.692601 -4.570279 -0.563437
H 7.290046 -2.139811 -0.482588
H 5.51505 -0.418877 -0.270523",-1131.974904328655,1.40457,33.1052045201337,Low G parameter
uncond_bi-min10k-29,trans,46,0.077206,0.3200625722438056,"27
uncond_bi-min10k-29-trans
Ir 0.000208 2.8e-05 -0.0359
O -1.489466 1.347852 -0.038434
C -2.670306 0.885916 -0.061206
C -2.830257 -0.553925 -0.063876
C -4.05556 -1.230984 -0.078709
C -4.046677 -2.638054 -0.067414
Br -5.65708 -3.597324 -0.08752
C -2.807613 -3.306534 -0.041103
C -1.621491 -2.563091 -0.028737
N -1.613419 -1.211622 -0.04055
H -3.523904 1.590961 -0.071007
H -4.998621 -0.66636 -0.098679
H -2.759282 -4.404258 -0.031178
H -0.636323 -3.052348 -0.010128
O 1.489826 -1.347802 -0.026702
C 2.670814 -0.885919 -0.041574
C 2.830818 0.553916 -0.044644
C 4.056211 1.230937 -0.051439
C 4.047287 2.63802 -0.041739
Br 5.657834 3.597212 -0.051105
C 2.808087 3.306557 -0.025127
C 1.621888 2.563145 -0.020392
N 1.613863 1.211665 -0.030701
H 3.524433 -1.590998 -0.04456
H 4.999376 0.666275 -0.063996
H 2.759715 4.404293 -0.0168
H 0.636626 3.052445 -0.00938",-5973.4162547162,1.6565999999999996,33.90100270571383,Low G parameter
uncond_bi-min10k-213,trans,310,0.12958,0.1151018352106988,"37
uncond_bi-min10k-213-trans
Ir 0.0 0.0 -0.073823
C -1.521991 2.388506 1.06552
N -1.535169 1.448016 -0.095546
C -2.83382 0.79631 -0.260967
C -4.04046 1.483832 -0.463716
C -5.213444 0.735916 -0.632254
C -5.136034 -0.667454 -0.589734
N -3.981528 -1.325423 -0.399291
C -2.879437 -0.603022 -0.243228
N -1.616096 -1.315897 -0.058882
H -2.337715 3.138159 0.997424
H -0.552805 2.919427 1.085208
H -1.628917 1.80661 1.997616
H -1.376774 2.003026 -0.954203
H -4.067814 2.583562 -0.50325
H -6.178748 1.23423 -0.80166
H -6.040402 -1.284919 -0.721048
H -1.594237 -2.059322 -0.779728
H -1.681593 -1.829022 0.840619
C 1.521991 -2.388506 1.06552
N 1.535169 -1.448016 -0.095546
C 2.833819 -0.79631 -0.260967
C 4.04046 -1.483832 -0.463716
C 5.213444 -0.735916 -0.632254
C 5.136034 0.667454 -0.589734
N 3.981528 1.325423 -0.399291
C 2.879437 0.603022 -0.243228
N 1.616096 1.315897 -0.058882
H 2.337715 -3.138159 0.997424
H 0.552805 -2.919427 1.085208
H 1.628917 -1.80661 1.997616
H 1.376774 -2.003026 -0.954203
H 4.067814 -2.583562 -0.50325
H 6.178748 -1.23423 -0.80166
H 6.040402 1.284919 -0.721048
H 1.594237 2.059322 -0.779728
H 1.681594 1.829022 0.840619",-900.231241905131,0.7055,34.13178417953208,Low G parameter
uncond_bi-min10k-149,cis,225,0.085894,0.301132059986882,"35
uncond_bi-min10k-149-cis
Ir -0.009248 -0.275161 -0.002841
C -3.164619 3.346922 -0.659467
S -4.005245 1.737383 -0.618855
C -2.655917 0.702802 -0.26971
O -1.478826 1.152391 -0.128001
C -2.849836 -0.738739 -0.085975
C -4.08916 -1.389278 -0.036981
C -4.146338 -2.746909 0.295548
C -2.940867 -3.394511 0.611313
C -1.733064 -2.698248 0.536271
N -1.64809 -1.397414 0.143441
H -3.949218 4.085597 -0.905478
H -2.722249 3.569056 0.329332
H -2.3795 3.342982 -1.437936
H -5.005149 -0.815483 -0.242283
H -5.106974 -3.278803 0.337415
H -2.926286 -4.44731 0.92779
H -0.78762 -3.180504 0.813012
C 3.433901 3.116851 0.421236
S 4.144131 1.445423 0.457543
C 2.711332 0.503512 0.188061
O 1.570441 1.036166 0.040427
C 2.78832 -0.95691 0.085246
C 3.972006 -1.705214 0.060582
C 3.916937 -3.081277 -0.184602
C 2.658586 -3.650507 -0.439052
C 1.510588 -2.857556 -0.393206
N 1.534805 -1.531022 -0.08699
H 4.282033 3.803051 0.598592
H 2.978391 3.314442 -0.566663
H 2.677343 3.223981 1.220329
H 4.933606 -1.193871 0.216498
H 4.832311 -3.688786 -0.205995
H 2.555906 -4.717164 -0.684903
H 0.525252 -3.280816 -0.623157",-1701.635916768678,1.5848,33.749801050453605,Low G parameter
uncond_bi-min10k-338,cis,463,0.0881199999999999,0.3113959367302578,"39
uncond_bi-min10k-338-cis
Ir -0.005419 -0.20409 0.043373
C -4.531452 3.676679 1.495463
C -3.711545 2.94782 0.487991
O -3.191614 3.314583 -0.51679
O -3.639807 1.525866 0.889879
C -2.605842 0.772448 0.5389
O -1.467687 1.233605 0.285875
C -2.81086 -0.673004 0.431216
C -4.053181 -1.306615 0.530971
C -4.147118 -2.676506 0.257678
C -2.979059 -3.342227 -0.147281
C -1.764689 -2.654434 -0.220965
N -1.636913 -1.339951 0.107841
H -3.98762 3.698728 2.46237
H -4.717338 4.7064 1.14513
H -5.486698 3.144954 1.673297
H -4.929491 -0.703365 0.806429
H -5.107705 -3.205239 0.330122
H -2.998379 -4.407085 -0.420584
H -0.854986 -3.156485 -0.571707
C 4.776043 3.340318 -1.441407
C 3.912831 2.675411 -0.425934
O 3.426575 3.081908 0.580385
O 3.739487 1.259852 -0.820159
C 2.656128 0.583292 -0.462204
O 1.555654 1.125392 -0.202904
C 2.75778 -0.873082 -0.351873
C 3.951238 -1.594004 -0.454656
C 3.94897 -2.965659 -0.173983
C 2.738991 -3.544281 0.241663
C 1.576884 -2.771493 0.31702
N 1.541127 -1.453316 -0.019524
H 4.237504 3.380885 -2.410531
H 5.023642 4.361249 -1.103834
H 5.698305 2.749792 -1.608466
H 4.866851 -1.056272 -0.737901
H 4.869075 -3.561811 -0.248521
H 2.684396 -4.606183 0.52164
H 0.635544 -3.205343 0.675296",-1282.379330676807,0.7848999999999999,33.61451535890498,Low G parameter
uncond_bi-min10k-223,cis,323,0.1116279999999999,0.2867608298428954,"37
uncond_bi-min10k-223-cis
Ir -0.00254 -0.052956 0.038747
C -2.729118 -3.337525 0.858234
C -3.988133 -2.791276 0.56042
C -4.046172 -1.454767 0.152171
C -2.861467 -0.719681 0.01159
C -2.791692 0.697914 -0.279377
C -3.705317 1.679388 -0.629531
N -2.975145 2.840068 -0.736635
C -1.665919 2.569879 -0.459455
N -1.523344 1.273562 -0.173048
N -1.614702 -1.281042 0.21946
C -1.583965 -2.559443 0.687133
H -2.62581 -4.365718 1.232505
H -4.906083 -3.384814 0.675258
H -5.010657 -0.963453 -0.039472
H -4.782531 1.643664 -0.814939
H -3.347757 3.756647 -0.989069
H -0.870886 3.31881 -0.505846
H -0.592499 -2.953575 0.943392
C 2.466432 -3.532793 -0.791166
C 3.763536 -3.084631 -0.493026
C 3.923176 -1.757429 -0.081752
C 2.797872 -0.934779 0.061675
C 2.836173 0.483327 0.355941
C 3.821648 1.391765 0.708126
N 3.181794 2.604306 0.81867
C 1.855758 2.434913 0.541435
N 1.615168 1.15395 0.251821
N 1.511687 -1.399231 -0.145978
C 1.383838 -2.670458 -0.617153
H 2.284738 -4.549034 -1.168204
H 4.633689 -3.745882 -0.610063
H 4.922157 -1.340865 0.110235
H 4.8931 1.273559 0.892713
H 3.623229 3.48919 1.073193
H 1.119544 3.241668 0.589818
H 0.365328 -2.987612 -0.874125",-1050.20261488063,1.4716999999999991,34.354607671494506,Low G parameter
uncond_bi-min10k-7565,cis,6400,0.094521,0.3534784713575203,"67
uncond_bi-min10k-7565-cis
Ir -0.339605 0.476248 -0.561491
C -5.643881 5.325497 -0.949851
C -6.18452 4.56666 0.266805
C -6.886662 3.268766 -0.147702
C -5.092866 4.333956 1.355146
C -3.944945 3.47243 0.907407
C -2.79209 4.017382 0.304627
C -1.74908 3.186504 -0.115126
N -1.777398 1.842734 0.025579
C -2.931866 1.283839 0.535631
C -2.941896 -0.158605 0.434904
N -1.903908 -0.69506 -0.189571
C -2.060442 -2.162032 -0.230755
C -3.525384 -2.429342 0.167412
C -3.950616 -1.151518 0.924509
C -3.993923 2.067501 1.003411
H -5.160597 6.281083 -0.659423
H -6.464292 5.569869 -1.653993
H -4.899889 4.723254 -1.512991
H -6.940543 5.215284 0.761748
H -7.734033 3.483791 -0.829058
H -7.295059 2.722238 0.727536
H -6.199943 2.584988 -0.690375
H -5.573507 3.86889 2.2408
H -4.702672 5.321101 1.677789
H -2.693489 5.103851 0.168177
H -0.851895 3.607412 -0.589477
H -1.325494 -2.601577 0.478549
H -1.81097 -2.538305 -1.23953
H -4.146799 -2.552266 -0.74172
H -3.638663 -3.348263 0.771845
H -4.996242 -0.845592 0.718801
H -3.864693 -1.261729 2.029498
H -4.875521 1.571257 1.433605
C 5.180945 4.061963 -3.129772
C 5.392331 4.620418 -1.718566
C 6.726347 5.365716 -1.602976
C 5.312862 3.509343 -0.635418
C 3.980846 2.817757 -0.581071
C 2.871864 3.402926 0.065454
C 1.626933 2.769199 0.053692
N 1.404753 1.590397 -0.571174
C 2.491506 0.974443 -1.158937
C 2.180864 -0.344903 -1.657927
N 0.955797 -0.776057 -1.401803
C 0.795603 -2.14276 -1.933952
C 2.008844 -2.366417 -2.857939
C 3.051487 -1.338557 -2.364582
C 3.759322 1.568929 -1.191426
H 5.227327 4.871686 -3.88502
H 5.971737 3.324795 -3.386761
H 4.198432 3.559604 -3.241606
H 4.571193 5.343202 -1.505379
H 6.867605 5.801756 -0.593269
H 7.580806 4.683838 -1.798086
H 6.785316 6.191992 -2.339313
H 6.115234 2.765118 -0.825684
H 5.525038 3.966529 0.353838
H 2.974671 4.361718 0.594791
H 0.769495 3.211221 0.57845
H -0.174372 -2.220896 -2.461132
H 0.767332 -2.847131 -1.074435
H 1.72844 -2.142593 -3.906269
H 2.378682 -3.407992 -2.828283
H 3.646802 -0.886697 -3.183441
H 3.781004 -1.781848 -1.649075
H 4.586702 1.037208 -1.683687",-1334.786549644974,2.8630000000000013,34.33869170778291,Low G parameter
uncond_bi-min10k-5724,cis,5318,0.14381,0.2662283147930897,"63
uncond_bi-min10k-5724-cis
Ir 0.124811 -0.02824 0.717716
N -1.393702 1.210643 0.70558
C -2.627789 0.793236 0.805457
C -2.865163 -0.694289 0.804691
N -1.508818 -1.351866 1.033797
C -3.346287 -1.064443 -0.588825
C -4.619818 -1.416113 -0.862265
C -5.732295 -1.476786 0.155954
C -7.03431 -0.901499 -0.381487
C -8.255318 -1.568782 -0.171722
C -9.460979 -1.015558 -0.629109
C -9.459376 0.214076 -1.304957
C -8.246635 0.887717 -1.521194
C -7.043648 0.333661 -1.060901
C -5.316115 -0.795274 1.477054
C -3.880927 -1.148197 1.872176
H -1.295882 2.235552 0.651053
H -3.479786 1.491825 0.819873
H -1.474021 -2.191018 0.433722
H -1.472 -1.704416 2.004666
H -2.589878 -0.996277 -1.389761
H -4.886187 -1.681554 -1.898992
H -5.916185 -2.557403 0.363947
H -8.26209 -2.537367 0.353981
H -10.407267 -1.551076 -0.459533
H -10.404004 0.646797 -1.667032
H -8.238097 1.850077 -2.055115
H -6.094355 0.865362 -1.238778
H -6.018994 -1.081053 2.284263
H -5.422719 0.304467 1.359092
H -3.615427 -0.704298 2.855027
H -3.791523 -2.25263 1.973651
N 1.602605 1.230334 0.412501
C 2.821587 0.810984 0.193179
C 3.022737 -0.68043 0.100458
N 1.837391 -1.291165 0.828717
C 2.913362 -1.047657 -1.371269
C 3.96003 -1.474351 -2.107837
C 5.357235 -1.652001 -1.573261
C 5.744444 -3.126374 -1.449122
C 7.101374 -3.494477 -1.559385
C 7.500318 -4.826967 -1.390509
C 6.545811 -5.819318 -1.112637
C 5.19251 -5.468181 -1.008703
C 4.79578 -4.13152 -1.176924
C 5.532345 -0.89598 -0.234853
C 4.355712 -1.159906 0.705256
H 1.498673 2.256206 0.418904
H 3.658671 1.505682 0.017091
H 2.073288 -1.344369 1.835287
H 1.73828 -2.268311 0.514371
H 1.914099 -0.903486 -1.816771
H 3.790869 -1.737977 -3.165211
H 6.057299 -1.204283 -2.311594
H 7.856175 -2.723339 -1.783799
H 8.56363 -5.094978 -1.483263
H 6.857919 -6.866715 -0.985659
H 4.43698 -6.241961 -0.803733
H 3.728323 -3.867579 -1.116678
H 5.622769 0.192842 -0.439384
H 6.479979 -1.204166 0.248466
H 4.278325 -2.254645 0.88417
H 4.515156 -0.678706 1.693266",-1332.291864461538,2.467270000000001,34.21932197994589,Low G parameter
uncond_bi-min10k-4218,trans,4146,0.108188,0.3299613298728537,"59
uncond_bi-min10k-4218-trans
Ir -0.004747 0.000531 -0.000901
C -3.73888 -6.867277 0.963158
C -4.581683 -5.753878 1.59059
C -3.968743 -4.350132 1.486058
C -3.862592 -3.848026 0.041768
N -3.270317 -2.513982 -0.043586
C -3.901858 -1.306873 -0.04829
C -2.875566 -0.372236 -0.034753
C -2.742551 1.070232 -0.043098
C -3.807436 1.979355 -0.0669
C -3.537466 3.352506 -0.072941
C -2.196732 3.765925 -0.054515
C -1.176404 2.812109 -0.030877
N -1.422934 1.476196 -0.02478
N -1.69023 -1.085434 -0.015957
N -1.934886 -2.379911 -0.01716
H -4.19827 -7.859739 1.139174
H -3.632873 -6.755195 -0.135955
H -2.717615 -6.892731 1.397545
H -5.598532 -5.74625 1.138689
H -4.738413 -5.973878 2.667207
H -4.579156 -3.627662 2.068751
H -2.952536 -4.342288 1.936394
H -3.227637 -4.512147 -0.575407
H -4.859697 -3.793625 -0.439294
H -4.991453 -1.21201 -0.06666
H -4.840235 1.603406 -0.081203
H -4.357233 4.084706 -0.092062
H -1.928856 4.831805 -0.058731
H -0.115271 3.099956 -0.016328
C 3.716205 6.86656 1.061721
C 4.539311 5.749661 1.708764
C 3.924888 4.347945 1.586903
C 3.851202 3.848969 0.139582
N 3.260825 2.515182 0.038032
C 3.892301 1.308067 0.047328
C 2.866016 0.373436 0.034982
C 2.733355 -1.069029 0.022903
C 3.798604 -1.978038 0.024422
C 3.528999 -3.351216 0.0121
C 2.188242 -3.764763 -0.001123
C 1.16754 -2.811052 -0.0019
N 1.413716 -1.475106 0.009741
N 1.680565 1.086621 0.025694
N 1.925135 2.381106 0.031889
H 4.174283 7.857288 1.250459
H 3.637587 6.756036 -0.039854
H 2.684381 6.894942 1.470208
H 5.567262 5.739496 1.282759
H 4.669425 5.967712 2.789322
H 4.519393 3.622611 2.182348
H 2.898408 4.342302 2.013361
H 3.230496 4.514476 -0.490434
H 4.858888 3.795161 -0.318987
H 4.982021 1.213187 0.055318
H 4.831413 -1.601982 0.034547
H 4.349062 -4.083334 0.012421
H 1.920646 -4.830672 -0.011512
H 0.106396 -3.099018 -0.012448",-1396.46430015199,2.140199999999999,34.34664968963871,Low G parameter
uncond_bi-min10k-1785,trans,2092,0.146683,0.2293018715058115,"49
uncond_bi-min10k-1785-trans
Ir -0.014915 -0.000505 -0.60914
C -6.611837 -0.97974 -0.594535
C -5.368438 -0.319088 0.003729
C -5.066433 1.05575 -0.611225
C -3.958747 1.76109 0.177845
C -2.663066 0.925415 0.299033
N -1.50487 1.473238 -0.509618
C -2.827933 -0.518373 -0.119521
N -1.702253 -1.057854 -0.525163
O -1.809708 -2.394577 -0.894801
C -4.137732 -1.239592 -0.14323
H -6.796766 -1.975946 -0.144598
H -6.498617 -1.121568 -1.689983
H -7.515784 -0.361648 -0.425427
H -5.552676 -0.156004 1.090211
H -5.977966 1.687126 -0.610412
H -4.776738 0.93033 -1.680174
H -4.333839 1.984774 1.197552
H -3.710472 2.746343 -0.271308
H -2.293053 0.939372 1.347091
H -1.198759 2.360711 -0.082712
H -1.850434 1.710385 -1.456819
H -1.08198 -2.493672 -1.544542
H -4.143633 -2.040736 0.629527
H -4.180236 -1.793616 -1.108828
C 6.57943 0.981071 -0.835919
C 5.357639 0.319547 -0.195492
C 5.034827 -1.055289 -0.799732
C 3.956173 -1.761369 0.02801
C 2.665714 -0.92606 0.197208
N 1.478154 -1.47402 -0.567575
C 2.814487 0.517878 -0.226845
N 1.674145 1.057127 -0.589532
O 1.767165 2.394002 -0.962659
C 4.122253 1.239393 -0.299711
H 6.778642 1.977227 -0.392055
H 6.429007 1.123215 -1.926849
H 7.489038 0.363589 -0.697815
H 5.5793 0.156514 0.884001
H 5.9461 -1.686278 -0.831506
H 4.707766 -0.929724 -1.857855
H 4.36812 -1.985905 1.033229
H 3.692272 -2.746474 -0.412538
H 2.33496 -0.940326 1.2583
H 1.189245 -2.362174 -0.130235
H 1.787471 -1.709854 -1.527556
H 1.016003 2.492688 -1.585236
H 4.1561 2.042372 0.470415
H 4.12957 1.791236 -1.267519",-1023.283215911891,0.9639000000000002,34.11586821582047,Low G parameter
